"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MTRF1",2.61733239119102e-30,2.34585455921084,0.249,0.365,7.85199717357306e-27
"IGBP1",2.65505176750905e-30,5.54555797456497,0.281,0.395,7.96515530252714e-27
"KCNG2",2.92596075650131e-30,6.05685393130566,0.09,0.158,8.77788226950392e-27
"LOC106997717",3.25861641780017e-30,3.68983981512097,0.289,0.415,9.7758492534005e-27
"LARP1B",3.28628905924286e-30,0.894251966048686,0.188,0.26,9.85886717772857e-27
"ANXA2",3.3240038115882e-30,3.73938259355116,0.282,0.327,9.9720114347646e-27
"TTC39B",3.40407783585084e-30,0.626449303212861,0.28,0.342,1.02122335075525e-26
"LY96",3.51882981722969e-30,3.7642135358911,0.224,0.328,1.05564894516891e-26
"LOC106994956",3.74182583612616e-30,0.566595341446802,0.253,0.362,1.12254775083785e-26
"TJP2",3.80870125186345e-30,6.76381278931814,0.244,0.284,1.14261037555904e-26
"HSD17B12",3.8987580327894e-30,0.486107428627644,0.203,0.276,1.16962740983682e-26
"LOC106997050",3.93085510352143e-30,5.93872369768853,0.324,0.455,1.17925653105643e-26
"WWC3",3.95283087979284e-30,0.748556562015837,0.202,0.22,1.18584926393785e-26
"TBC1D8",3.96548950530247e-30,1.26539499663797,0.095,0.106,1.18964685159074e-26
"MPC1",4.90192737556885e-30,4.90306420134578,0.304,0.422,1.47057821267065e-26
"NME7",4.98038193406968e-30,2.2968061866539,0.297,0.395,1.4941145802209e-26
"ZBTB16",5.0167896288248e-30,1.02814146195705,0.183,0.275,1.50503688864744e-26
"USP54",5.28606155028246e-30,2.66310128964236,0.223,0.27,1.58581846508474e-26
"FRY",5.41428011749985e-30,5.61747192474923,0.219,0.258,1.62428403524996e-26
"PMAIP1",5.57924391117346e-30,0.439931361469845,0.336,0.392,1.67377317335204e-26
"TBCEL",5.70098528512302e-30,3.00206017191854,0.237,0.336,1.71029558553691e-26
"AAMDC",5.86070664487819e-30,4.98229626178516,0.209,0.341,1.75821199346346e-26
"SLC25A43",6.16430967374373e-30,5.59870730268854,0.317,0.428,1.84929290212312e-26
"SRD5A1",6.6280727010757e-30,5.30049782110497,0.315,0.466,1.98842181032271e-26
"ATG10",6.70702101009998e-30,0.485720113684552,0.298,0.38,2.01210630302999e-26
"MIS18BP1",6.98876338449512e-30,3.32965702642272,0.238,0.294,2.09662901534854e-26
"FGL2",7.07659359786024e-30,6.08532050885541,0.166,0.202,2.12297807935807e-26
"LLGL2",7.56447177643227e-30,0.489049057313745,0.284,0.392,2.26934153292968e-26
"AP3M2",7.85690653897555e-30,5.45421223816475,0.156,0.243,2.35707196169266e-26
"UROS",8.18321149457712e-30,4.04626506751358,0.26,0.382,2.45496344837314e-26
"CAMSAP2",8.45032676443864e-30,4.82275359075973,0.187,0.255,2.53509802933159e-26
"IL2RA",8.86369423724591e-30,0.711624786351477,0.119,0.153,2.65910827117377e-26
"SEC22A",9.2239510598695e-30,2.89894846633347,0.339,0.449,2.76718531796085e-26
"TBC1D2",9.41677428160428e-30,5.76800468556805,0.239,0.317,2.82503228448128e-26
"SETD7",9.94480849391362e-30,0.873546917942424,0.239,0.304,2.98344254817409e-26
"CD109",1.08576061700161e-29,2.46112471248848,0.144,0.188,3.25728185100484e-26
"SMIM14",1.09507532336974e-29,0.309797706090648,0.268,0.348,3.28522597010921e-26
"WHRN",1.16140245806718e-29,-0.295502393469824,0.172,0.262,3.48420737420155e-26
"CCNYL1",1.16717757941099e-29,0.206290367228423,0.244,0.355,3.50153273823298e-26
"FBXO8",1.19444249172429e-29,0.602619824039841,0.369,0.492,3.58332747517286e-26
"LOC114677472",1.20477999715132e-29,2.41622308230623,0.212,0.314,3.61433999145395e-26
"CPEB4",1.34818510537926e-29,9.67762464076242,0.222,0.254,4.04455531613779e-26
"LOC694064",1.36138944949295e-29,3.29336500236046,0.157,0.166,4.08416834847884e-26
"LOC114670374",1.43168376761663e-29,2.14339420862032,0.257,0.377,4.29505130284988e-26
"FANCI",1.43191627442205e-29,1.24406192451012,0.292,0.354,4.29574882326615e-26
"LOC114671322",1.52785599816037e-29,7.28087885134527,0.119,0.17,4.5835679944811e-26
"LOC106999909",1.55613188599747e-29,2.7373270429121,0.22,0.347,4.66839565799242e-26
"HIST1H2AC",1.55777410238489e-29,0.761651179803837,0.218,0.261,4.67332230715466e-26
"URB1",1.56347190408293e-29,0.772339241658119,0.287,0.365,4.69041571224879e-26
"SCNN1A",1.62937813417426e-29,2.28223412397653,0.318,0.479,4.88813440252279e-26
"TBC1D4",1.88885500146301e-29,1.54462209950279,0.107,0.118,5.66656500438904e-26
"LOC114679643",1.89513931369512e-29,-1.49459302024058,0.239,0.301,5.68541794108535e-26
"ADARB1",2.04521345749546e-29,1.38454923247231,0.117,0.162,6.13564037248639e-26
"CEP70",2.11320901382086e-29,0.369952433996582,0.278,0.353,6.33962704146257e-26
"ZNF215",2.21440736709856e-29,1.33817173944962,0.197,0.272,6.64322210129568e-26
"ZNF354C",2.24671182226563e-29,8.98299616128561,0.246,0.348,6.74013546679688e-26
"CD99",2.35444179962757e-29,-2.20806622360296,0.238,0.327,7.06332539888272e-26
"DZIP3",2.36551186189495e-29,0.585357172465896,0.287,0.363,7.09653558568484e-26
"QDPR",2.37144974238581e-29,2.83920009134613,0.183,0.3,7.11434922715743e-26
"MOSMO",2.41148055791676e-29,0.384939692846455,0.291,0.392,7.23444167375027e-26
"CTPS2",2.43893386251875e-29,0.944498845317795,0.29,0.424,7.31680158755624e-26
"SYT14",2.61176585075683e-29,5.33683941671983,0.115,0.154,7.83529755227049e-26
"TYW3",2.89276528249858e-29,2.01559564368924,0.236,0.352,8.67829584749575e-26
"GPD1L",3.23281941663598e-29,0.459248090869975,0.285,0.398,9.69845824990794e-26
"SPECC1",3.24039194575929e-29,-0.49953764894134,0.268,0.342,9.72117583727786e-26
"C14H11orf80",3.27931276705117e-29,4.55548831764136,0.289,0.402,9.83793830115352e-26
"PROS1",3.29974523265176e-29,3.07239405001149,0.138,0.217,9.89923569795529e-26
"TNFRSF25",3.34611389604121e-29,-0.262208619388362,0.267,0.337,1.00383416881236e-25
"TCTN2",3.41068723226304e-29,5.16995743628053,0.255,0.357,1.02320616967891e-25
"NOS1AP",3.50661987457326e-29,6.05066390170454,0.247,0.348,1.05198596237198e-25
"CFI",3.70718704020911e-29,1.87307894259174,0.255,0.329,1.11215611206273e-25
"COL5A2",3.72725836148491e-29,6.24598158365816,0.249,0.378,1.11817750844547e-25
"ORC3",3.74622989387076e-29,3.62501156458413,0.279,0.364,1.12386896816123e-25
"IL6R",3.88518120186126e-29,-0.329254196839726,0.208,0.215,1.16555436055838e-25
"TG",3.89991984099146e-29,3.16400166971516,0.28,0.357,1.16997595229744e-25
"LOC114670517",4.12877301899029e-29,-0.217725651423495,0.285,0.391,1.23863190569709e-25
"LOC114671785",4.3913974994477e-29,1.45643131441375,0.254,0.344,1.31741924983431e-25
"NCAPD3",5.24227542159971e-29,2.00886318574334,0.317,0.404,1.57268262647991e-25
"TMTC4",5.60157483872054e-29,7.81740185724868,0.249,0.344,1.68047245161616e-25
"LIPA",6.51524987380294e-29,3.63389562859262,0.252,0.366,1.95457496214088e-25
"PDHX",7.05655946772504e-29,1.27813617125303,0.254,0.33,2.11696784031751e-25
"GDAP2",7.45910611056621e-29,4.23103684850606,0.283,0.396,2.23773183316986e-25
"IFT80",7.49626564843057e-29,2.01045133427967,0.33,0.407,2.24887969452917e-25
"SCYL3",7.55053381906424e-29,1.03283956172609,0.329,0.405,2.26516014571927e-25
"PIEZO1",7.78773921067943e-29,3.79041424947949,0.296,0.33,2.33632176320383e-25
"VPS26B",7.81336481814269e-29,0.718201370038368,0.252,0.383,2.34400944544281e-25
"LOC107000534",9.1564796505881e-29,7.90466061132458,0.278,0.435,2.74694389517643e-25
"CLUAP1",9.46865898291925e-29,2.93951690867156,0.161,0.278,2.84059769487578e-25
"LDLR",9.49596866034561e-29,-1.13801178082987,0.165,0.226,2.84879059810368e-25
"PIK3C2B",9.54471228815391e-29,10.8202862815646,0.242,0.262,2.86341368644617e-25
"LOC114671378",1.01526049356602e-28,0.215055305586285,0.243,0.36,3.04578148069807e-25
"STK3",1.05438742619516e-28,1.4617885638036,0.225,0.296,3.16316227858548e-25
"PARP16",1.06352896266198e-28,3.43011347315726,0.317,0.436,3.19058688798595e-25
"SERINC5",1.08178924281082e-28,1.62444738980884,0.36,0.46,3.24536772843247e-25
"IMMP1L",1.12229253408238e-28,5.9038445019532,0.309,0.399,3.36687760224714e-25
"FAM184A",1.17457401015098e-28,1.68263651990631,0.229,0.342,3.52372203045293e-25
"SFXN1",1.26158105193283e-28,1.30041039201564,0.296,0.37,3.7847431557985e-25
"FAM167A",1.59326596383818e-28,0.657310750696577,0.192,0.198,4.77979789151453e-25
"CCDC112",1.61075135743491e-28,0.99186623407252,0.306,0.417,4.83225407230473e-25
"MRPL39",1.62260010284014e-28,1.69442082411419,0.308,0.373,4.86780030852043e-25
"FRMD4B",1.74678160953745e-28,6.4663846096292,0.212,0.243,5.24034482861235e-25
"SFXN4",1.82539135540898e-28,3.31211543447857,0.272,0.352,5.47617406622694e-25
"DHX32",1.83646563382411e-28,0.25166967932764,0.234,0.381,5.50939690147234e-25
"MVB12B",1.87844159383873e-28,-0.493245827932752,0.155,0.202,5.63532478151618e-25
"LOC106997876",1.94985447544963e-28,7.82713459257431,0.35,0.489,5.8495634263489e-25
"FRA10AC1",1.97687106121566e-28,1.04377761814917,0.278,0.374,5.93061318364697e-25
"LOC106996953",2.24500793390871e-28,2.32345420502274,0.243,0.372,6.73502380172612e-25
"PCTP",2.76671724516294e-28,2.52424749968418,0.269,0.388,8.30015173548881e-25
"BCL2L1",2.83851245798405e-28,9.83054112293484,0.263,0.317,8.51553737395214e-25
"LOC114672761",2.85092041737458e-28,1.13376064390409,0.091,0.143,8.55276125212375e-25
"LONRF3",3.61384249610869e-28,3.1985122333427,0.116,0.161,1.08415274883261e-24
"AGO4",4.00691922192632e-28,3.91613552547946,0.258,0.345,1.2020757665779e-24
"LCLAT1",4.17247099170736e-28,0.939761233152311,0.335,0.424,1.25174129751221e-24
"SLC36A4",4.23260477845962e-28,2.00903793125797,0.176,0.241,1.26978143353789e-24
"GK",4.77989337036285e-28,3.1377880355146,0.328,0.413,1.43396801110885e-24
"ARHGEF12",4.84258303027856e-28,1.72455615025996,0.357,0.444,1.45277490908357e-24
"NINJ2",4.86827091735348e-28,6.36382666744743,0.121,0.131,1.46048127520605e-24
"DPY19L1",5.47103987994629e-28,1.69118644809677,0.301,0.395,1.64131196398389e-24
"NUDT13",5.53572409266224e-28,2.1191388047649,0.205,0.297,1.66071722779867e-24
"MECR",6.13953057723962e-28,4.25594504026555,0.313,0.441,1.84185917317189e-24
"STS",6.20177800912823e-28,1.29486154269803,0.085,0.1,1.86053340273847e-24
"CD200R1",6.2824481458128e-28,-1.56863285130725,0.235,0.271,1.88473444374384e-24
"DPEP2",6.62244703414387e-28,0.465163625628178,0.302,0.405,1.98673411024316e-24
"SIAE",6.87649385007708e-28,3.51127325583231,0.241,0.35,2.06294815502312e-24
"TRIM13",7.03974183714829e-28,2.18450284435553,0.297,0.386,2.11192255114449e-24
"RNASE4",7.27923283928402e-28,0.986445106774552,0.214,0.296,2.1837698517852e-24
"ATG4A",7.84603222519023e-28,3.92152847846334,0.29,0.398,2.35380966755707e-24
"PAXIP1",8.03588537551689e-28,2.09562250318563,0.395,0.508,2.41076561265507e-24
"ZFP2",8.3416911846325e-28,3.14848417741678,0.24,0.334,2.50250735538975e-24
"HOMER2",8.99329576984247e-28,3.07607407301664,0.283,0.38,2.69798873095274e-24
"MRPS27",9.06708006990949e-28,1.336420318729,0.315,0.372,2.72012402097285e-24
"MCM3",9.70296727917689e-28,1.16914902581228,0.111,0.149,2.91089018375307e-24
"USP53",1.02938119928548e-27,1.24838732579774,0.205,0.289,3.08814359785644e-24
"WDR74",1.05390270412507e-27,-1.20032573579838,0.252,0.342,3.1617081123752e-24
"ZC3H12D",1.05970726046525e-27,1.89125530898933,0.333,0.377,3.17912178139576e-24
"TMOD2",1.09838960036089e-27,2.32075457737409,0.188,0.226,3.29516880108268e-24
"DTWD2",1.11689410136781e-27,-0.223290792299331,0.248,0.363,3.35068230410343e-24
"REEP3",1.23517594359352e-27,1.43475070465187,0.258,0.296,3.70552783078057e-24
"ARHGAP32",1.49955368484367e-27,7.95654000383235,0.231,0.335,4.49866105453102e-24
"LUZP1",1.50731693879693e-27,-1.0634285296513,0.182,0.279,4.5219508163908e-24
"LRRCC1",1.61787612064952e-27,-1.57145418675209,0.28,0.388,4.85362836194857e-24
"RPGR",1.73457411519707e-27,6.28265879119609,0.276,0.367,5.20372234559122e-24
"PGM1",1.79202130137509e-27,-0.510561041575609,0.311,0.421,5.37606390412526e-24
"RUFY3",1.82893339374521e-27,0.253459425380109,0.139,0.137,5.48680018123562e-24
"CYB5A",1.92492112191134e-27,1.09845631440752,0.263,0.369,5.77476336573403e-24
"SLC2A1",1.94243377339386e-27,4.76674432928951,0.247,0.355,5.82730132018157e-24
"SLC37A3",2.08329811779509e-27,-1.37684225307074,0.294,0.405,6.24989435338526e-24
"CCDC7",2.27844689838031e-27,2.13936603116217,0.249,0.337,6.83534069514094e-24
"IFT140",2.34860181041549e-27,3.30443444014739,0.313,0.407,7.04580543124647e-24
"LOC106993946",2.54884224861537e-27,6.18953516521578,0.122,0.142,7.6465267458461e-24
"PLCL1",2.60220180631259e-27,3.20996848470267,0.249,0.282,7.80660541893777e-24
"PPME1",2.61907715954184e-27,3.64423167902109,0.278,0.361,7.85723147862551e-24
"RCN1",2.62622576053128e-27,3.38986212779039,0.29,0.416,7.87867728159385e-24
"APLF",2.63975871325337e-27,2.90689004559008,0.227,0.342,7.91927613976011e-24
"LOC106997753",2.66516402170112e-27,3.27187905788376,0.213,0.312,7.99549206510337e-24
"GCSH",2.71839691156941e-27,2.92239318138379,0.39,0.467,8.15519073470822e-24
"IFT57",2.78891817071909e-27,1.05111246938359,0.093,0.101,8.36675451215726e-24
"LOC106996063",2.82562575830553e-27,2.02377847998381,0.265,0.355,8.47687727491659e-24
"MOB1B",2.97615129259063e-27,0.54440677831284,0.358,0.455,8.9284538777719e-24
"SUSD4",2.99007547840431e-27,6.99496396326289,0.289,0.384,8.97022643521292e-24
"ATP6V1A",3.10357790662742e-27,3.99951729784649,0.283,0.392,9.31073371988226e-24
"LOC703857",3.1976464747069e-27,-1.63973903630397,0.246,0.307,9.59293942412071e-24
"LOC100428433",3.43227641793666e-27,10.0198021254498,0.349,0.495,1.029682925381e-23
"FBXO10",3.4472438481131e-27,2.61584742677324,0.153,0.203,1.03417315443393e-23
"SIMC1",3.48440475342343e-27,2.23173215473621,0.255,0.333,1.04532142602703e-23
"SEC24D",3.55605288283681e-27,5.4020626864797,0.244,0.307,1.06681586485104e-23
"PTPN12",3.65973024288767e-27,-0.297788384476397,0.246,0.322,1.0979190728663e-23
"PRKCI",4.06502300683853e-27,-2.59378392518561,0.264,0.363,1.21950690205156e-23
"KIAA0825",4.32427814511083e-27,0.586596620616839,0.21,0.307,1.29728344353325e-23
"DTD1",4.54815466105337e-27,0.928734880397018,0.286,0.381,1.36444639831601e-23
"SNX18",4.77093325833672e-27,1.98611648047894,0.265,0.384,1.43127997750102e-23
"PXDN",6.1995447963524e-27,1.06826377583767,0.244,0.32,1.85986343890572e-23
"C10H20orf194",6.47982594925893e-27,1.64000358666362,0.384,0.529,1.94394778477768e-23
"FARP2",6.56907525325256e-27,1.04301873346535,0.259,0.325,1.97072257597577e-23
"PARD3",6.57923619204585e-27,8.19186338737615,0.074,0.112,1.97377085761375e-23
"RBBP8",7.09066198977164e-27,4.32181324590711,0.328,0.43,2.12719859693149e-23
"ALPK3",7.43664878822424e-27,9.71486819658339,0.231,0.339,2.23099463646727e-23
"IER3IP1",7.7221096092524e-27,0.302342096926318,0.233,0.341,2.31663288277572e-23
"ASAH1",8.19161830369642e-27,2.82012188853041,0.267,0.364,2.45748549110893e-23
"DLG2",8.2888622151785e-27,1.15195124743608,0.119,0.172,2.48665866455355e-23
"NT5C3A",8.40019717364399e-27,3.34128961834186,0.263,0.325,2.5200591520932e-23
"GBP3",8.41056856589273e-27,4.5217258096922,0.327,0.437,2.52317056976782e-23
"PGM2L1",9.00445519528559e-27,8.16657986239379,0.174,0.209,2.70133655858568e-23
"TMEM184B",9.54310639209033e-27,2.76009871094494,0.208,0.3,2.8629319176271e-23
"ARFIP1",9.80539390856573e-27,-0.427859425211254,0.241,0.311,2.94161817256972e-23
"TXNDC12",9.86599442413568e-27,-0.757676352099038,0.273,0.398,2.9597983272407e-23
"LOC106993497",1.01347371472112e-26,6.79346282765643,0.32,0.451,3.04042114416335e-23
"CYSLTR1",1.08275130929741e-26,-0.210322340804911,0.31,0.365,3.24825392789223e-23
"GREB1L",1.12115561424107e-26,4.09297683746144,0.251,0.327,3.3634668427232e-23
"ABCC5",1.15512109348011e-26,1.97310089756786,0.319,0.425,3.46536328044033e-23
"CR1",1.21283008333406e-26,2.4385357568977,0.093,0.106,3.63849025000218e-23
"SLC25A42",1.2593819880272e-26,0.485524621945308,0.297,0.402,3.77814596408159e-23
"LOC114674127",1.32489583234038e-26,7.18852560966856,0.185,0.241,3.97468749702114e-23
"KIAA0513",1.38312522004971e-26,3.28652629745177,0.217,0.321,4.14937566014913e-23
"SPSB1",1.644919079599e-26,2.25571100909448,0.216,0.3,4.93475723879699e-23
"TANC1",1.67945481330892e-26,3.27231038143403,0.251,0.34,5.03836443992675e-23
"PHKA2",1.81823621662461e-26,1.61000864407067,0.305,0.398,5.45470864987384e-23
"ACVR1C",1.84701614292231e-26,-3.37582621530362,0.307,0.443,5.54104842876693e-23
"PDE7B",1.9418833934473e-26,4.66918350697632,0.152,0.183,5.82565018034191e-23
"USP6NL",1.9563597568216e-26,0.380567149630493,0.17,0.161,5.86907927046479e-23
"LOC114677693",2.03362626865501e-26,8.41656646219837,0.228,0.325,6.10087880596502e-23
"CEP63",2.05931258793731e-26,1.83069878364374,0.253,0.345,6.17793776381192e-23
"EFCAB11",2.1585332534382e-26,-0.397328988719198,0.304,0.396,6.47559976031461e-23
"LOC720703",2.17594076126244e-26,1.86245989139543,0.244,0.364,6.52782228378733e-23
"APOO",2.38540902953874e-26,0.747305933977972,0.238,0.349,7.15622708861621e-23
"OSBPL1A",2.40334339825741e-26,7.69226061164477,0.083,0.135,7.21003019477222e-23
"COPG2",2.45288649318456e-26,2.31279444248235,0.351,0.434,7.35865947955367e-23
"IDNK",2.52302656931864e-26,4.31482192186477,0.337,0.483,7.56907970795592e-23
"NUCB2",2.54198640006301e-26,0.596254695797026,0.309,0.396,7.62595920018904e-23
"MAP7",2.66769593204652e-26,7.37665156196823,0.178,0.256,8.00308779613957e-23
"RNF170",2.79103137438208e-26,9.17654104427914,0.227,0.335,8.37309412314624e-23
"CDC25B",2.861127313025e-26,1.68225760614638,0.418,0.516,8.58338193907501e-23
"LAPTM4B",3.17848214030056e-26,3.89954127817336,0.17,0.256,9.53544642090169e-23
"DAPP1",3.33688252936649e-26,0.376742766119303,0.109,0.136,1.00106475880995e-22
"GCNT2",3.36959197785493e-26,5.07421063200251,0.316,0.404,1.01087759335648e-22
"MRPL13",3.39691992943105e-26,3.1518756221455,0.24,0.337,1.01907597882932e-22
"MRPL1",3.43178121909108e-26,2.62026253711759,0.266,0.326,1.02953436572732e-22
"POT1",3.45802796630404e-26,1.01153174427032,0.307,0.375,1.03740838989121e-22
"PKP2",3.74649301207409e-26,-0.438697672044215,0.091,0.204,1.12394790362223e-22
"SMAD5",3.75534579384869e-26,3.86600100647458,0.282,0.385,1.12660373815461e-22
"WARS2",3.96176479628729e-26,2.88307487789251,0.287,0.379,1.18852943888619e-22
"POLR3B",4.06312042287345e-26,1.57323361218787,0.322,0.411,1.21893612686203e-22
"HSPBAP1",4.19056671924748e-26,2.22538763126761,0.298,0.387,1.25717001577424e-22
"ZNF667",4.35926991382902e-26,2.36153242660615,0.172,0.274,1.30778097414871e-22
"ACVR1",4.60276058615565e-26,0.469755382757726,0.316,0.391,1.38082817584669e-22
"MAFF",4.76106059044764e-26,6.73323209552858,0.192,0.364,1.42831817713429e-22
"BOD1",4.9929225423209e-26,6.67800425106044,0.287,0.409,1.49787676269627e-22
"GIN1",5.01382087881571e-26,3.70242296517664,0.321,0.415,1.50414626364471e-22
"CD101",5.2228720646931e-26,7.20578859829302,0.28,0.335,1.56686161940793e-22
"SYT11",5.24034656077745e-26,-0.671454497259398,0.264,0.333,1.57210396823324e-22
"DOK2",5.31606896461862e-26,2.68057544816941,0.284,0.391,1.59482068938559e-22
"MANBA",5.54517464388544e-26,0.259400886861209,0.154,0.163,1.66355239316563e-22
"EXTL3",5.92031094177906e-26,5.73077252706177,0.243,0.324,1.77609328253372e-22
"PKIA",6.28666811257882e-26,3.12949944063029,0.118,0.159,1.88600043377365e-22
"PDLIM5",6.52399536869848e-26,1.1421123916944,0.3,0.368,1.95719861060954e-22
"ACER3",6.82270492036968e-26,1.00127000212205,0.244,0.306,2.0468114761109e-22
"UPRT",6.85170257536175e-26,5.34752701368757,0.275,0.376,2.05551077260853e-22
"NUS1",6.97789650222577e-26,0.759421230159623,0.291,0.391,2.09336895066773e-22
"DNAJC24",7.27018049233329e-26,-1.09754334142538,0.272,0.381,2.18105414769999e-22
"ZFP14",7.65062597398349e-26,2.0137505280389,0.261,0.386,2.29518779219505e-22
"RECK",7.65294169579011e-26,4.96098402802949,0.224,0.294,2.29588250873703e-22
"NR4A2",8.35530981768491e-26,0.32546740217367,0.353,0.411,2.50659294530547e-22
"BAG3",8.91036898135269e-26,0.448576821695541,0.247,0.353,2.67311069440581e-22
"LOC106995211",9.46400043317501e-26,2.56073404933802,0.305,0.385,2.8392001299525e-22
"VIPR2",9.60656524991678e-26,5.58124316479268,0.134,0.162,2.88196957497503e-22
"PIGN",9.62689718496715e-26,0.987872824174003,0.312,0.404,2.88806915549014e-22
"SLC7A5",9.63707900803424e-26,3.32354727978526,0.291,0.365,2.89112370241027e-22
"TET1",1.0872233656102e-25,1.4219980421978,0.272,0.373,3.2616700968306e-22
"TAGAP",1.12704508370889e-25,-0.973241329647274,0.331,0.39,3.38113525112666e-22
"ARSB",1.15500188178155e-25,2.17841016389157,0.184,0.215,3.46500564534466e-22
"CNTNAP2",1.16225072352774e-25,4.29735786972444,0.198,0.246,3.48675217058323e-22
"BDH2",1.20425057394714e-25,3.49406763073862,0.282,0.435,3.61275172184143e-22
"PHGDH",1.26202766188693e-25,0.312085079185191,0.244,0.345,3.7860829856608e-22
"KLHL8",1.32364679045322e-25,0.720975685621824,0.274,0.366,3.97094037135967e-22
"ACACA",1.32594098930745e-25,0.922713412049741,0.343,0.422,3.97782296792234e-22
"SLC41A1",1.38542825290335e-25,5.04234002114201,0.274,0.373,4.15628475871005e-22
"SPN",1.40919335555816e-25,4.23767217588557,0.327,0.437,4.22758006667447e-22
"NDRG1",1.42090616676173e-25,3.12176587609683,0.233,0.286,4.26271850028519e-22
"DPP4",1.43963106930051e-25,3.11735358920306,0.35,0.437,4.31889320790153e-22
"TMEM241",1.51165524551576e-25,2.49893930438066,0.293,0.389,4.53496573654728e-22
"NCEH1",1.51780650383415e-25,5.73641793763622,0.214,0.349,4.55341951150246e-22
"TRAF3IP1",1.51837731383325e-25,1.80610919667893,0.219,0.295,4.55513194149974e-22
"OCRL",1.70342602312452e-25,10.0444197123225,0.288,0.404,5.11027806937357e-22
"LOC106994778",2.03953057874309e-25,5.62135913673995,0.305,0.416,6.11859173622926e-22
"FAAH2",2.08828510577528e-25,6.38616020622949,0.231,0.319,6.26485531732583e-22
"LOC114673842",2.17978828830026e-25,1.81720789244394,0.23,0.312,6.53936486490079e-22
"CDC14B",2.27117536240912e-25,0.224642415285516,0.334,0.471,6.81352608722737e-22
"DMAC2L",2.30840379817318e-25,6.54147542091866,0.231,0.367,6.92521139451953e-22
"BCOR",2.47770603173869e-25,0.775424240080471,0.284,0.33,7.43311809521607e-22
"NSMCE1",2.55436071637702e-25,-2.32458334811647,0.279,0.352,7.66308214913105e-22
"LOC106994204",2.6237265732491e-25,-0.332098161844556,0.269,0.389,7.8711797197473e-22
"ABL2",2.66847407292631e-25,0.773371226411437,0.268,0.334,8.00542221877893e-22
"NEK10",2.87615229273396e-25,1.76716336818339,0.259,0.31,8.62845687820188e-22
"FAM156A",2.94337077585726e-25,7.4587948549596,0.228,0.31,8.83011232757179e-22
"ZC4H2",2.96878291756343e-25,2.42116336933849,0.289,0.416,8.90634875269028e-22
"TCAF2",3.10540030990918e-25,1.35697151855097,0.205,0.276,9.31620092972755e-22
"LOC702071",3.20079783121094e-25,2.05436694111744,0.299,0.384,9.60239349363281e-22
"FAM78B",3.25626110771043e-25,3.86222938877358,0.189,0.334,9.76878332313128e-22
"FAM174A",3.34723972773714e-25,5.75581445261364,0.306,0.428,1.00417191832114e-21
"BCL7C",3.41795176819487e-25,8.03677107200522,0.225,0.319,1.02538553045846e-21
"LOC107000081",3.53523743499499e-25,5.17697678278257,0.256,0.365,1.0605712304985e-21
"JKAMP",3.59939367076217e-25,6.52034341986926,0.276,0.386,1.07981810122865e-21
"DIPK2A",3.83587705025478e-25,1.15888630667122,0.235,0.343,1.15076311507643e-21
"PRDM1",3.84934564412369e-25,5.34889398156366,0.238,0.314,1.15480369323711e-21
"PHLDB2",3.94494715688369e-25,6.77565156716686,0.294,0.394,1.18348414706511e-21
"AP3S1",4.12846925039293e-25,0.538236869956486,0.28,0.352,1.23854077511788e-21
"KLHL3",4.13185515812152e-25,1.84986868422707,0.29,0.396,1.23955654743646e-21
"LOC106998668",4.40002056966705e-25,3.57840662619662,0.198,0.292,1.32000617090011e-21
"DENND5A",4.42203310422053e-25,-0.891621960321465,0.302,0.359,1.32660993126616e-21
"RCAN1",4.70639590888163e-25,4.96077500279679,0.207,0.314,1.41191877266449e-21
"PDIA5",5.0032814608765e-25,0.697421328200748,0.257,0.396,1.50098443826295e-21
"CCDC88A",5.26950603073242e-25,1.31021063897905,0.111,0.093,1.58085180921973e-21
"TDRD7",5.67615165520131e-25,1.84552859260747,0.296,0.357,1.70284549656039e-21
"LOC106996755",5.7671326028088e-25,4.26653600038048,0.347,0.444,1.73013978084264e-21
"GALC",5.83739927736867e-25,2.71438837090782,0.287,0.374,1.7512197832106e-21
"PALB2",5.84347381982818e-25,2.16112612550306,0.198,0.292,1.75304214594845e-21
"LOC114674912",5.92345580119065e-25,3.42788078955209,0.219,0.328,1.77703674035719e-21
"PIK3IP1",6.34746389900301e-25,0.565579109392088,0.285,0.343,1.9042391697009e-21
"ZDHHC13",6.53535108277675e-25,4.30998049486767,0.175,0.212,1.96060532483302e-21
"PTPRM",6.56256858297014e-25,2.05562762463938,0.234,0.339,1.96877057489104e-21
"GCNT1",6.688428633426e-25,5.55968726462242,0.154,0.179,2.0065285900278e-21
"TIAM1",6.69736778439314e-25,8.65956811342468,0.304,0.347,2.00921033531794e-21
"ACTR3B",6.76780059763335e-25,-2.09026426220269,0.212,0.299,2.03034017929e-21
"ALG9",7.01207901080903e-25,2.69208287645166,0.294,0.388,2.10362370324271e-21
"LGMN",7.16026931368174e-25,0.98419528868797,0.086,0.129,2.14808079410452e-21
"HIP1",7.17461958382463e-25,0.961005275997975,0.286,0.322,2.15238587514739e-21
"FAM89A",7.20821415527688e-25,1.42771854902524,0.197,0.31,2.16246424658306e-21
"INPP1",7.26455191943948e-25,-0.602377929390334,0.316,0.444,2.17936557583184e-21
"PAPSS1",7.60847403964158e-25,1.03387907936597,0.267,0.34,2.28254221189248e-21
