"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PDE8B",1.37510964740579e-27,4.52453163218904,0.281,0.347,4.12532894221736e-24
"SDK1",1.55477386732103e-27,3.35513075304185,0.386,0.468,4.66432160196308e-24
"MOB1B",1.7070391019305e-27,0.969548127098833,0.315,0.391,5.12111730579151e-24
"TRIM16",1.70848816525996e-27,5.90938230540086,0.31,0.421,5.12546449577988e-24
"CTPS2",1.95986884091267e-27,1.05133222840086,0.347,0.435,5.879606522738e-24
"IFNGR1",2.02893147582429e-27,0.452075171849125,0.157,0.17,6.08679442747288e-24
"LOC100426750",2.05360540145463e-27,3.03052872274726,0.27,0.344,6.16081620436389e-24
"SCNN1A",2.30557229370977e-27,6.58192669162158,0.328,0.441,6.91671688112932e-24
"SMC2",2.3237263818803e-27,2.53490769926709,0.178,0.229,6.9711791456409e-24
"HIBADH",2.55511169173298e-27,2.21949680102155,0.273,0.356,7.66533507519894e-24
"LOC694684",2.60808504608976e-27,5.28432870222759,0.267,0.328,7.82425513826928e-24
"TUBA1A",2.6842938869724e-27,0.370932786327764,0.309,0.417,8.0528816609172e-24
"LOC720703",2.83188943454338e-27,2.38085416635365,0.293,0.396,8.49566830363015e-24
"LATS2",2.83332549894435e-27,4.35615099398947,0.257,0.307,8.49997649683304e-24
"ALCAM",3.00795219005077e-27,5.3313174027973,0.247,0.281,9.0238565701523e-24
"LOC106997753",3.08425951872806e-27,5.90338740607152,0.29,0.373,9.25277855618418e-24
"UPRT",3.53211195947494e-27,1.31075611780056,0.287,0.387,1.05963358784248e-23
"LOC106995194",4.06464007553292e-27,2.62300834349295,0.231,0.278,1.21939202265988e-23
"CD200",4.08959769211205e-27,2.92586158031352,0.252,0.291,1.22687930763362e-23
"WDR60",4.44339885549889e-27,3.23643810460381,0.327,0.419,1.33301965664967e-23
"FLYWCH1",4.44938747657969e-27,2.06318912584098,0.284,0.371,1.33481624297391e-23
"LOC114670800",4.45263465837418e-27,1.43114838258085,0.245,0.313,1.33579039751225e-23
"DHTKD1",4.46840432956145e-27,2.95481259261656,0.271,0.371,1.34052129886843e-23
"MACROD1",4.48322296987435e-27,1.54455190592631,0.254,0.339,1.34496689096231e-23
"NDUFAF6",4.89678216095121e-27,2.01575413068638,0.258,0.325,1.46903464828536e-23
"TTC21B",5.25162328283072e-27,-5.05101906963106,0.298,0.39,1.57548698484922e-23
"ZNF197",5.33706429893889e-27,5.05024063380798,0.289,0.394,1.60111928968167e-23
"BRCA1",5.55705596132558e-27,5.08569499098447,0.147,0.178,1.66711678839767e-23
"JAM3",5.5795123466284e-27,2.52683122807462,0.224,0.295,1.67385370398852e-23
"ARL13B",5.77664799624155e-27,-1.3874071672452,0.252,0.331,1.73299439887247e-23
"BAIAP2",5.83745112895336e-27,4.02159298529827,0.236,0.311,1.75123533868601e-23
"TMEM140",5.91741169398861e-27,2.50904513026424,0.298,0.377,1.77522350819658e-23
"URB1",6.12809520334312e-27,0.298496928503154,0.259,0.31,1.83842856100294e-23
"LOC114674738",6.31610384252376e-27,0.852100585542653,0.301,0.395,1.89483115275713e-23
"SIRT4",7.65636027056979e-27,7.13086004747306,0.251,0.339,2.29690808117094e-23
"LOC106997006",7.67520206318262e-27,3.03194167238169,0.271,0.367,2.30256061895479e-23
"PTCH2",8.79676554342111e-27,6.78393945344854,0.191,0.243,2.63902966302633e-23
"IFT43",9.51918763547444e-27,5.15744309554642,0.32,0.424,2.85575629064233e-23
"VCL",1.06220948177984e-26,2.60620688157891,0.227,0.285,3.18662844533952e-23
"IFIT2",1.09293817981617e-26,-1.6788032847955,0.202,0.268,3.27881453944852e-23
"IFI6",1.13682385672428e-26,3.43363155014371,0.256,0.324,3.41047157017285e-23
"PMAIP1",1.15777281325183e-26,2.11814950601902,0.326,0.382,3.47331843975549e-23
"LRRCC1",1.17471563531625e-26,3.77572358222491,0.247,0.326,3.52414690594876e-23
"FAM83D",1.23291824703145e-26,6.31907612340946,0.273,0.364,3.69875474109434e-23
"EVI5L",1.28130336448735e-26,2.98940114409351,0.267,0.356,3.84391009346205e-23
"GRASP",1.30721449321045e-26,-3.57638586180914,0.256,0.345,3.92164347963134e-23
"DYRK3",1.40385535704633e-26,6.09317368573799,0.298,0.393,4.21156607113898e-23
"TANC2",1.48167407614875e-26,-0.49816006959724,0.205,0.278,4.44502222844624e-23
"PDHX",1.60912221736442e-26,-0.79623074709871,0.298,0.39,4.82736665209325e-23
"KLHDC10",1.62239578321024e-26,-0.394125094652314,0.343,0.425,4.86718734963073e-23
"BCL6",1.76770819380561e-26,0.660194065254151,0.251,0.275,5.30312458141684e-23
"BCL2L11",2.14015793936627e-26,6.17721654801657,0.263,0.311,6.42047381809881e-23
"ANKS6",2.30226678476449e-26,2.3624222751419,0.228,0.296,6.90680035429347e-23
"CHEK1",2.63227016482452e-26,2.0368092351939,0.279,0.358,7.89681049447357e-23
"HIST1H2AC",2.75917289734938e-26,1.63388608333422,0.229,0.272,8.27751869204815e-23
"SLC7A1",2.89405553304798e-26,2.75907089980248,0.284,0.354,8.68216659914395e-23
"LOC106994640",3.01226716493159e-26,1.70770236641161,0.192,0.252,9.03680149479477e-23
"MIR155HG",3.09776559048875e-26,3.27930728930504,0.265,0.332,9.29329677146625e-23
"ANKRD46",3.10632660587822e-26,5.06856344185986,0.287,0.365,9.31897981763465e-23
"PRF1",3.67905345008939e-26,0.326537569693794,0.218,0.273,1.10371603502682e-22
"MOSPD2",3.71798489539382e-26,0.83284018032052,0.324,0.434,1.11539546861815e-22
"MTMR2",3.7785020921267e-26,0.214996054568255,0.276,0.347,1.13355062763801e-22
"XKR6",3.95114796277468e-26,1.60589558946769,0.181,0.211,1.18534438883241e-22
"ADCY10",3.97253274741756e-26,2.35178907897867,0.334,0.436,1.19175982422527e-22
"DISC1",4.05676721127841e-26,3.71917171908565,0.156,0.186,1.21703016338352e-22
"MTHFS",4.62502408640433e-26,0.6689204667419,0.283,0.376,1.3875072259213e-22
"JKAMP",4.83012197455658e-26,1.89228693889399,0.281,0.372,1.44903659236697e-22
"CA11",5.16003149268694e-26,6.20567505964557,0.225,0.296,1.54800944780608e-22
"RELL1",5.23312932157936e-26,4.68342361178593,0.324,0.392,1.56993879647381e-22
"LOC106993074",5.63870874837111e-26,3.39225481670054,0.315,0.391,1.69161262451133e-22
"LOC705095",5.74527345707305e-26,1.60086403139216,0.308,0.359,1.72358203712192e-22
"SFXN4",5.80678809539966e-26,0.936993449658427,0.219,0.293,1.7420364286199e-22
"HSPBAP1",6.05645185391169e-26,3.24461968909993,0.294,0.386,1.81693555617351e-22
"TMEM184B",6.46679289425208e-26,2.36155577627444,0.308,0.398,1.94003786827563e-22
"RPGR",6.49736488549467e-26,0.790229177295627,0.272,0.351,1.9492094656484e-22
"LOC106997914",6.54277402990472e-26,-1.3891552940362,0.219,0.289,1.96283220897142e-22
"CHST15",7.43519425916013e-26,1.23117174993574,0.306,0.341,2.23055827774804e-22
"VIPR1",7.54100856603758e-26,4.00751223670732,0.31,0.394,2.26230256981127e-22
"STX7",7.96412667010879e-26,0.85696388151453,0.153,0.153,2.38923800103264e-22
"CKAP2",8.11639905662287e-26,4.02481578439771,0.206,0.264,2.43491971698686e-22
"SLC2A1",8.12751253508218e-26,3.01220487565511,0.263,0.359,2.43825376052465e-22
"CAMSAP1",8.1837544073916e-26,0.790998454914925,0.301,0.363,2.45512632221748e-22
"ZSCAN2",9.17846742977973e-26,3.9888109492042,0.306,0.388,2.75354022893392e-22
"L2HGDH",9.31240974259417e-26,5.90635584607235,0.346,0.442,2.79372292277825e-22
"SIAH3",9.37728589445539e-26,6.01857168442112,0.287,0.376,2.81318576833662e-22
"FANCI",9.44364232405108e-26,2.42529375721064,0.298,0.348,2.83309269721532e-22
"ETFDH",9.81459478601854e-26,4.15154136788999,0.273,0.355,2.94437843580556e-22
"LOC106994778",1.01988702670932e-25,5.38241258810756,0.262,0.351,3.05966108012795e-22
"CCDC92",1.02340269473154e-25,2.72793808551152,0.291,0.367,3.07020808419462e-22
"MPZL3",1.03300589142331e-25,4.20799476502046,0.31,0.41,3.09901767426993e-22
"DDX11",1.04315404123448e-25,2.45529645926284,0.127,0.147,3.12946212370344e-22
"TBC1D32",1.10494457834131e-25,1.04603046251227,0.199,0.283,3.31483373502393e-22
"SCYL3",1.10971945640016e-25,0.25841341544759,0.338,0.426,3.32915836920047e-22
"KALRN",1.11232702521697e-25,-1.39142592931099,0.17,0.207,3.33698107565092e-22
"PRPF18",1.11408905351048e-25,0.641464867226647,0.27,0.333,3.34226716053143e-22
"TMEM241",1.23522769838475e-25,0.476495823584345,0.29,0.371,3.70568309515426e-22
"TRPC1",1.39729017204517e-25,0.787610476040617,0.381,0.478,4.19187051613552e-22
"METAP1D",1.49245807899237e-25,2.01218747709802,0.22,0.3,4.47737423697712e-22
"FAM126A",1.49880869390112e-25,0.304460809278484,0.265,0.31,4.49642608170337e-22
"PIN4",1.6009991597272e-25,1.05330902014661,0.256,0.349,4.8029974791816e-22
"FANCB",1.65213622344854e-25,8.03781361034533,0.257,0.355,4.95640867034561e-22
"SBK1",1.69758375931363e-25,3.63855558445422,0.231,0.314,5.0927512779409e-22
"PINX1",1.71801223877691e-25,2.52984030619039,0.267,0.354,5.15403671633072e-22
"VWA3B",1.75950725315414e-25,-0.235576330491001,0.089,0.109,5.27852175946242e-22
"SERPINI1",1.76996310395454e-25,5.44594575448687,0.201,0.257,5.30988931186362e-22
"AVIL",1.79544566082419e-25,5.10307675737785,0.237,0.309,5.38633698247258e-22
"HIST1H1D",1.80473949773615e-25,5.9492627225401,0.204,0.248,5.41421849320845e-22
"E2F5",1.81881913430632e-25,3.20217927459332,0.127,0.139,5.45645740291896e-22
"LOC106993810",1.85515133590321e-25,0.958608884365145,0.262,0.342,5.56545400770962e-22
"UAP1",1.88215577359704e-25,1.34237321690343,0.303,0.393,5.64646732079111e-22
"NFIA",1.92893928655752e-25,1.70508325630466,0.312,0.375,5.78681785967255e-22
"PKNOX2",1.92925361065265e-25,5.87605423087868,0.249,0.32,5.78776083195794e-22
"PDE9A",1.94281786077107e-25,2.44337243083904,0.284,0.369,5.82845358231322e-22
"CLOCK",2.03105682561327e-25,0.306110566641762,0.273,0.33,6.0931704768398e-22
"TMEM229B",2.13319799005145e-25,-1.7284881065505,0.258,0.331,6.39959397015436e-22
"TESK2",2.14771637283815e-25,1.69015420964239,0.282,0.36,6.44314911851444e-22
"MOK",2.42118731298889e-25,4.96959334834469,0.331,0.436,7.26356193896668e-22
"ITGA10",2.5198475216644e-25,5.29984095991677,0.254,0.346,7.55954256499321e-22
"LOC107000817",2.63773283690653e-25,-1.13312809904851,0.283,0.356,7.9131985107196e-22
"ZNF558",2.70778415871709e-25,1.92085765441836,0.298,0.406,8.12335247615127e-22
"CCDC138",2.79718868747826e-25,0.91551709048774,0.207,0.286,8.39156606243477e-22
"CCDC112",2.80720003445983e-25,4.95009097752273,0.293,0.396,8.42160010337948e-22
"DCHS2",2.86646636247181e-25,3.44404044646016,0.285,0.377,8.59939908741542e-22
"SCARB2",2.94603921846553e-25,1.6424204574563,0.28,0.36,8.8381176553966e-22
"ACVR1C",3.08183036673706e-25,-1.82334694063523,0.254,0.347,9.24549110021119e-22
"LOC106996953",3.15245978905637e-25,3.07502919057346,0.272,0.374,9.4573793671691e-22
"AAMDC",3.15604159344713e-25,6.00849693956673,0.274,0.364,9.46812478034139e-22
"DENND5A",3.24024595302818e-25,0.346601508923761,0.309,0.368,9.72073785908455e-22
"FAM3C",3.3671936257847e-25,3.69746687199733,0.098,0.108,1.01015808773541e-21
"ZNF354C",3.37940746353994e-25,3.94032398021882,0.278,0.357,1.01382223906198e-21
"FAM162A",3.39019928507215e-25,3.18842053240054,0.287,0.393,1.01705978552164e-21
"RFXAP",3.42425993700246e-25,6.57921175331427,0.251,0.311,1.02727798110074e-21
"LOC106993124",3.51251485511073e-25,2.01126811665543,0.258,0.319,1.05375445653322e-21
"SUSD4",4.09605112821707e-25,2.9468402054782,0.316,0.402,1.22881533846512e-21
"KNL1",4.44761477908677e-25,3.33122811570314,0.146,0.161,1.33428443372603e-21
"PLSCR1",4.50503977516958e-25,6.37536999601652,0.243,0.313,1.35151193255088e-21
"LOC114671947",4.89135849483409e-25,5.21356287377623,0.334,0.436,1.46740754845023e-21
"LOC114680155",5.38037961004798e-25,1.09375683519292,0.311,0.417,1.61411388301439e-21
"LOC107000608",5.43537736592191e-25,-2.07090548909927,0.263,0.333,1.63061320977657e-21
"ZDBF2",5.48886454692784e-25,-0.280813572085981,0.426,0.552,1.64665936407835e-21
"STPG4",5.84286853483193e-25,3.39025788210361,0.228,0.293,1.75286056044958e-21
"HK2",6.39331067405646e-25,5.06277114226767,0.088,0.138,1.91799320221694e-21
"GANC",6.53639417445456e-25,1.41830000564017,0.187,0.212,1.96091825233637e-21
"KBTBD12",6.64614169729122e-25,6.36301270728236,0.244,0.344,1.99384250918737e-21
"LOC114677064",6.66222383285577e-25,3.36467710661327,0.164,0.169,1.99866714985673e-21
"LOC106993987",6.807246787665e-25,1.80485826193757,0.292,0.39,2.0421740362995e-21
"LOC106997717",6.93786885017825e-25,6.64817959145231,0.305,0.415,2.08136065505347e-21
"NSUN6",7.11552024959803e-25,2.26231045811515,0.197,0.231,2.13465607487941e-21
"RGS2",7.47201727420173e-25,-1.01845904650142,0.184,0.236,2.24160518226052e-21
"BPGM",7.73963183858303e-25,2.08806118574829,0.333,0.429,2.32188955157491e-21
"DTWD2",7.94059176645429e-25,3.65609541574925,0.313,0.411,2.38217752993629e-21
"AMFR",8.58282853581382e-25,0.409362326350285,0.308,0.364,2.57484856074415e-21
"RTKN2",8.69483927614083e-25,5.3280961797857,0.34,0.41,2.60845178284225e-21
"ZNF354A",9.07601732487832e-25,0.900511527931141,0.306,0.415,2.7228051974635e-21
"TRIM13",1.02639162504932e-24,1.76589161653107,0.315,0.393,3.07917487514796e-21
"TJP2",1.05032835547109e-24,1.00151761750513,0.321,0.377,3.15098506641328e-21
"CDON",1.07827184015632e-24,0.208258768796096,0.328,0.427,3.23481552046896e-21
"ZNF565",1.10991431194223e-24,1.4991171116045,0.349,0.454,3.32974293582669e-21
"ZFP69",1.11663879866379e-24,3.71357917093925,0.295,0.382,3.34991639599138e-21
"NDUFA9",1.23838826227967e-24,1.13294834107827,0.321,0.406,3.71516478683901e-21
"RGS12",1.36312974042562e-24,2.53933282970319,0.213,0.294,4.08938922127687e-21
"SLC31A1",1.43207460730264e-24,3.61245041648982,0.362,0.459,4.29622382190792e-21
"LOC114679643",1.49599559968686e-24,4.42794609198835,0.285,0.34,4.48798679906058e-21
"KLHL3",1.56599297931105e-24,4.56008935719881,0.333,0.431,4.69797893793314e-21
"LOC106996620",1.63191588586321e-24,0.742121247725222,0.311,0.402,4.89574765758964e-21
"SPATS2",1.64281719083274e-24,1.16721562418541,0.288,0.345,4.92845157249822e-21
"LOC106992418",1.72962348508026e-24,-0.482837814036633,0.196,0.214,5.18887045524078e-21
"BORCS5",1.73783764997713e-24,0.270072184232279,0.299,0.366,5.2135129499314e-21
"ROBO2",1.77268575692784e-24,0.917680399560131,0.212,0.275,5.31805727078353e-21
"ARL3",1.789844552432e-24,4.32366401882404,0.29,0.36,5.369533657296e-21
"ZNF514",1.86083352371408e-24,3.19924092816789,0.251,0.33,5.58250057114225e-21
"LOC106993093",1.86896868927774e-24,2.00134533896684,0.353,0.436,5.60690606783323e-21
"DUSP2",1.91699489353959e-24,1.26528269950713,0.261,0.312,5.75098468061878e-21
"SYNPO2",2.07546866465525e-24,3.17804436595483,0.288,0.382,6.22640599396576e-21
"LOC106998034",2.11634267302461e-24,6.16179081092933,0.276,0.376,6.34902801907382e-21
"MPC1",2.2112771274407e-24,3.47650227266827,0.31,0.396,6.63383138232209e-21
"ARHGEF9",2.32717066954051e-24,5.45048103280698,0.315,0.412,6.98151200862152e-21
"C6H5orf63",2.37358192464897e-24,1.91345737959564,0.347,0.445,7.12074577394692e-21
"SHQ1",2.44998818844975e-24,1.21356700833042,0.305,0.382,7.34996456534926e-21
"HMGB2",2.46027973794181e-24,-2.14280289719399,0.211,0.243,7.38083921382543e-21
"B4GALT5",2.48243985574945e-24,0.57853160738141,0.186,0.225,7.44731956724834e-21
"TSHZ1",2.55011350131877e-24,2.10778335719609,0.328,0.418,7.65034050395632e-21
"TMTC4",2.6205867782841e-24,1.13629668847955,0.319,0.4,7.86176033485231e-21
"XBP1",2.74036820571191e-24,2.60538621430814,0.18,0.213,8.22110461713574e-21
"HSD17B6",2.80591771933065e-24,2.86137146850859,0.317,0.402,8.41775315799196e-21
"FSD1L",2.86845701334236e-24,5.6702253421949,0.308,0.381,8.60537104002708e-21
"C11H12orf29",2.92307127074667e-24,8.59884200477859,0.298,0.406,8.76921381224001e-21
"FAM102B",3.00470096348234e-24,0.737340807641356,0.29,0.36,9.01410289044701e-21
"LOC106993335",3.13123184132347e-24,5.7054438588728,0.297,0.389,9.39369552397041e-21
"LOC114678928",3.26062213045433e-24,5.12942768464802,0.285,0.379,9.78186639136298e-21
"DPY19L3",3.34910166851786e-24,3.53247789379325,0.162,0.204,1.00473050055536e-20
"FARP2",3.4794834600908e-24,0.621934504184287,0.206,0.244,1.04384503802724e-20
"MAST2",3.64752566948707e-24,3.84412615170452,0.336,0.393,1.09425770084612e-20
"BCLAF3",3.88880061057983e-24,1.07460330836129,0.291,0.357,1.16664018317395e-20
"ZCCHC18",4.1334155708891e-24,7.01833646935336,0.373,0.495,1.24002467126673e-20
"ECT2",4.20184642733318e-24,2.0520149167285,0.29,0.364,1.26055392819996e-20
"FRA10AC1",4.23972548477452e-24,1.51449842971528,0.271,0.347,1.27191764543236e-20
"C17H13orf46",4.80542051350616e-24,4.38054037644559,0.252,0.329,1.44162615405185e-20
"WDR19",5.33281695020523e-24,10.1307684386815,0.26,0.326,1.59984508506157e-20
"NTPCR",5.4077723434502e-24,1.17425480396507,0.29,0.361,1.62233170303506e-20
"LYAR",6.24073815481214e-24,-1.04535647659663,0.219,0.283,1.87222144644364e-20
"C10H20orf194",6.3985926809389e-24,1.02232913570421,0.277,0.335,1.91957780428167e-20
"RAB37",6.41982404130639e-24,4.01341783080379,0.256,0.307,1.92594721239192e-20
"ERCC8",6.62625313993292e-24,1.20983498431046,0.349,0.429,1.98787594197988e-20
"NUAK2",6.89554832763327e-24,2.00897450291349,0.178,0.235,2.06866449828998e-20
"IFT57",7.03016883305476e-24,0.312301499954089,0.12,0.123,2.10905064991643e-20
"IGBP1",7.62153957721972e-24,0.206296040725162,0.32,0.407,2.28646187316592e-20
"MAPRE3",8.04823952007054e-24,2.5675898423954,0.335,0.45,2.41447185602116e-20
"TMEM204",8.34839170855822e-24,2.47808753724403,0.262,0.361,2.50451751256747e-20
"LOC114672364",8.77157309854556e-24,-1.04905679802455,0.228,0.332,2.63147192956367e-20
"LANCL3",8.91901532048115e-24,3.02357787391481,0.259,0.297,2.67570459614435e-20
"B3GLCT",8.98093625858594e-24,6.85537377857098,0.263,0.327,2.69428087757578e-20
"RNF19B",9.24743110239325e-24,0.379853097813213,0.35,0.414,2.77422933071798e-20
"ATG10",9.50132751541048e-24,1.21440435422434,0.335,0.414,2.85039825462315e-20
"AGPAT5",1.03706489921182e-23,3.26624188213174,0.294,0.371,3.11119469763545e-20
"DSTN",1.10797072765757e-23,0.855190316876426,0.343,0.42,3.32391218297271e-20
"CCDC171",1.11244204225281e-23,0.41328974114937,0.11,0.134,3.33732612675844e-20
"ZDHHC13",1.16537772942805e-23,5.02592617726845,0.323,0.4,3.49613318828416e-20
"KANSL1L",1.22688237969125e-23,1.17535071852295,0.293,0.363,3.68064713907375e-20
"PLAG1",1.29700781615743e-23,5.11327074072669,0.312,0.404,3.89102344847228e-20
"CYB5A",1.33138792274822e-23,2.40739792520085,0.278,0.354,3.99416376824465e-20
"RAD18",1.34206600728833e-23,9.29109491139758,0.289,0.368,4.02619802186498e-20
"POC1A",1.36296559295536e-23,3.19430685435547,0.247,0.343,4.08889677886609e-20
"ZPBP",1.37942737560363e-23,1.9347316528483,0.237,0.314,4.13828212681089e-20
"ACSL3",1.42256125206006e-23,2.56997199837076,0.287,0.37,4.26768375618019e-20
"SOD2",1.45605154848216e-23,1.35437047142999,0.172,0.218,4.36815464544647e-20
"ANO10",1.47809123784708e-23,0.523752843258281,0.33,0.405,4.43427371354124e-20
"LOC114671402",1.60075183787859e-23,6.55089786598373,0.276,0.35,4.80225551363577e-20
"USP53",1.72951673403333e-23,1.51261405225215,0.23,0.301,5.18855020209999e-20
"ABCC5",1.83155732723382e-23,1.13773292790758,0.368,0.451,5.49467198170147e-20
"CFI",1.88994699771203e-23,1.9397088596448,0.302,0.376,5.66984099313609e-20
"MINDY4",1.96045227015392e-23,5.79101646875416,0.229,0.301,5.88135681046176e-20
"LDLR",2.06359783809648e-23,0.315048582643755,0.278,0.349,6.19079351428944e-20
"TOMM34",2.06692642376674e-23,1.2999917426845,0.278,0.355,6.20077927130022e-20
"GBP3",2.09265910664461e-23,2.99033004694815,0.307,0.397,6.27797731993383e-20
"LOC114677463",2.12003088964077e-23,3.58936684696443,0.378,0.495,6.36009266892231e-20
"AP3S1",2.12698432685161e-23,3.13929196701636,0.341,0.419,6.38095298055483e-20
"PKP2",2.41777626984676e-23,4.93630264642155,0.252,0.338,7.25332880954028e-20
"LOC106999545",2.47016491946924e-23,2.29295643822014,0.274,0.361,7.41049475840773e-20
"BHLHB9",2.59201657142383e-23,1.76330715816697,0.275,0.372,7.7760497142715e-20
"MYO6",2.59336153033047e-23,1.21934887001061,0.338,0.409,7.78008459099142e-20
"CHI3L2",2.62857381962639e-23,0.765907860455138,0.282,0.345,7.88572145887917e-20
"MAP7",2.6597036906607e-23,5.36386934409645,0.319,0.446,7.9791110719821e-20
"RASGRF1",2.73991573410491e-23,6.7319246846313,0.16,0.22,8.21974720231474e-20
"ASB7",2.74830970794934e-23,3.76214775597155,0.348,0.433,8.24492912384803e-20
"ATPAF1",2.75215950694118e-23,2.29314546445168,0.275,0.362,8.25647852082354e-20
"GLDN",2.82999320967081e-23,2.57388083677859,0.225,0.278,8.48997962901242e-20
"IL18R1",2.91936942106932e-23,3.29192871796956,0.221,0.259,8.75810826320796e-20
"C14H11orf65",2.9322550213222e-23,-2.57304281717371,0.289,0.352,8.79676506396661e-20
"LDAH",3.05632417701589e-23,1.42881223853247,0.276,0.339,9.16897253104767e-20
"N6AMT1",3.1902100703673e-23,4.27495598050846,0.285,0.378,9.57063021110189e-20
"ZFAT",3.29732009902688e-23,2.43259713851829,0.31,0.385,9.89196029708065e-20
"SHMT1",3.51487467446561e-23,4.2224118888743,0.277,0.346,1.05446240233968e-19
"ZNF540",3.7044593996213e-23,5.14098641976925,0.344,0.423,1.11133781988639e-19
"CENPP",3.92824044106673e-23,1.47205732077952,0.09,0.112,1.17847213232002e-19
"NOS1AP",3.9465474911097e-23,5.17522988636855,0.203,0.261,1.18396424733291e-19
"TTLL11",3.97396128848209e-23,6.43437433016111,0.308,0.394,1.19218838654463e-19
"LOC114673702",3.99144826489988e-23,3.0457845030116,0.331,0.43,1.19743447946997e-19
"MAP4K3",4.1850151575427e-23,5.07668160070078,0.405,0.513,1.25550454726281e-19
"LOC114670374",4.30998903486325e-23,2.04836432781434,0.232,0.305,1.29299671045898e-19
"LOC717030",4.52817576346087e-23,2.56257474205671,0.377,0.486,1.35845272903826e-19
"TMEM67",4.60259512652447e-23,9.38229695771759,0.293,0.37,1.38077853795734e-19
"WDR35",4.61972009975587e-23,3.29395994235958,0.321,0.413,1.38591602992676e-19
"LOC712661",4.67533084560314e-23,3.75020656562992,0.263,0.334,1.40259925368094e-19
"NBDY",4.69780873512263e-23,3.27829913363865,0.317,0.385,1.40934262053679e-19
"LOC107000939",5.54282236902387e-23,4.13686754709504,0.355,0.455,1.66284671070716e-19
"LIMA1",5.72405641752653e-23,4.88129502478792,0.264,0.349,1.71721692525796e-19
"PLAAT3",5.79251507079394e-23,7.92698447466056,0.268,0.361,1.73775452123818e-19
"TSGA10",5.84221040574413e-23,1.01353970636468,0.215,0.256,1.75266312172324e-19
"ACOXL",5.97967495645187e-23,3.50534086503353,0.263,0.31,1.79390248693556e-19
"LOC114679652",6.38197530335527e-23,5.26531552301086,0.375,0.479,1.91459259100658e-19
"RNF170",6.65570370697461e-23,6.79693352550641,0.257,0.335,1.99671111209238e-19
"MTRF1",7.15902384770121e-23,3.20130502954143,0.296,0.369,2.14770715431036e-19
"TCEANC2",7.30683980500468e-23,2.8578923515572,0.284,0.364,2.1920519415014e-19
"HAAO",7.38528841664977e-23,2.14829515683166,0.321,0.407,2.21558652499493e-19
"CABYR",8.0304469733648e-23,1.92583030205636,0.296,0.36,2.40913409200944e-19
"TBCA",8.19900578587354e-23,-1.18864728125603,0.391,0.492,2.45970173576206e-19
"LOC114675020",8.75420313638538e-23,8.66070228996759,0.278,0.371,2.62626094091561e-19
"DHX35",8.80504808325279e-23,0.499779594820855,0.293,0.366,2.64151442497584e-19
"NME7",9.00121567373397e-23,2.63345171423673,0.313,0.406,2.70036470212019e-19
"LOC114677693",9.35521345023452e-23,-1.60500064425007,0.282,0.376,2.80656403507035e-19
"ARHGAP32",9.79292636641815e-23,-0.717243783051404,0.259,0.337,2.93787790992545e-19
"NUB1",9.94193168108184e-23,0.301203875459032,0.194,0.213,2.98257950432455e-19
"RNF24",1.00011364106944e-22,1.6371590615114,0.262,0.343,3.00034092320833e-19
"DLG2",1.01030001466188e-22,4.54918284695494,0.184,0.232,3.03090004398564e-19
"HCST",1.12118968770828e-22,6.35789858915372,0.277,0.377,3.36356906312484e-19
"ZNF420",1.13555257330675e-22,0.694341396879983,0.327,0.417,3.40665771992025e-19
"SAV1",1.17553077295986e-22,5.33202042233974,0.206,0.25,3.52659231887958e-19
"LUZP1",1.1883339226091e-22,5.08938033359664,0.339,0.432,3.56500176782729e-19
"ANKRD26",1.20940317351431e-22,1.00061027647331,0.295,0.361,3.62820952054292e-19
"LOC106992872",1.21076313273642e-22,4.71912299112629,0.387,0.491,3.63228939820925e-19
"SNTB1",1.21466595638776e-22,2.54647539747429,0.371,0.413,3.64399786916329e-19
"APOO",1.26519284875581e-22,4.05775317067469,0.282,0.375,3.79557854626742e-19
"TLN2",1.27968072325976e-22,5.28992328828358,0.314,0.387,3.83904216977928e-19
"ATP6V1A",1.36321818307696e-22,5.06578065963441,0.312,0.403,4.08965454923087e-19
"SBF2",1.53731254023911e-22,0.691721722713595,0.262,0.302,4.61193762071732e-19
"LOC106993829",1.55876852171156e-22,9.18404452681403,0.282,0.363,4.67630556513469e-19
"LYRM1",1.56019881629122e-22,3.70387812255451,0.285,0.381,4.68059644887367e-19
"LOC106992550",1.62807889648756e-22,0.945257875439555,0.291,0.364,4.88423668946267e-19
"BLVRB",1.64048042519694e-22,0.995368642317469,0.27,0.356,4.92144127559082e-19
"LOC106997459",1.65794914377003e-22,6.19475518953246,0.318,0.404,4.9738474313101e-19
"SLC7A9",1.73939562320377e-22,1.82114379709947,0.348,0.435,5.21818686961132e-19
"LOC702796",1.83056490041811e-22,1.0634770076331,0.321,0.409,5.49169470125432e-19
"LOC106995337",1.87370986319635e-22,2.70022213794808,0.314,0.379,5.62112958958904e-19
"PIGK",1.93637945119645e-22,-0.754004138277222,0.352,0.436,5.80913835358934e-19
"B4GALT1",1.98229414282164e-22,-0.914732949571011,0.217,0.241,5.94688242846491e-19
"CTNNA3",2.00234383528354e-22,1.19696563057162,0.242,0.307,6.00703150585061e-19
"LRRC39",2.02136116863186e-22,1.82539665546491,0.251,0.339,6.06408350589559e-19
"ENPP4",2.10992552858465e-22,7.33141225621378,0.309,0.388,6.32977658575396e-19
