"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"HMCES",5.72915856144584e-45,0.612741237342543,0.234,0.309,1.71874756843375e-41
"PIGH",5.35827044440886e-44,1.44517247631427,0.326,0.453,1.60748113332266e-40
"AFF2",1.26365190011168e-43,5.21775999268124,0.244,0.307,3.79095570033504e-40
"TIGAR",1.7499927399237e-43,0.691065681719049,0.299,0.423,5.24997821977109e-40
"IRAK1BP1",1.87762035423999e-43,0.520848208236673,0.32,0.445,5.63286106271997e-40
"DPY19L1",1.97020856451664e-43,1.01678462173399,0.237,0.319,5.91062569354992e-40
"UBTD2",2.00168681954457e-43,-0.348858815893598,0.254,0.333,6.00506045863372e-40
"PDE2A",2.23210766231767e-42,7.87350125870479,0.317,0.456,6.69632298695301e-39
"IRS1",2.83177068441513e-42,-2.2902222558666,0.334,0.458,8.49531205324538e-39
"GFOD2",3.48916534235556e-42,8.9357505011348,0.252,0.335,1.04674960270667e-38
"PDIA4",3.95186011821898e-42,1.2212561227905,0.268,0.352,1.18555803546569e-38
"MEF2B",1.16542698580795e-41,1.28076253591297,0.209,0.271,3.49628095742386e-38
"SAMD4A",1.21547281727965e-41,-0.203795314845713,0.167,0.2,3.64641845183896e-38
"SLC24A3",2.30117153662657e-41,3.64444006269234,0.201,0.211,6.90351460987971e-38
"POP1",2.40264108826262e-41,1.87175540306971,0.226,0.327,7.20792326478787e-38
"LTA4H",3.55803957945158e-41,3.3977209136408,0.351,0.458,1.06741187383547e-37
"LOC106999404",4.52607743413247e-41,4.48338116809061,0.232,0.331,1.35782323023974e-37
"STX3",5.82619690505163e-41,2.94389212125546,0.182,0.232,1.74785907151549e-37
"NR1D1",8.16148874341403e-41,0.530170201728839,0.322,0.432,2.44844662302421e-37
"GPD1L",1.17624668962755e-40,2.49844928449306,0.324,0.438,3.52874006888265e-37
"CISD1",1.22458281716648e-40,3.74568315523394,0.282,0.4,3.67374845149945e-37
"PNP",1.36881001559308e-40,-1.95060291250981,0.285,0.361,4.10643004677924e-37
"APLF",1.38703822831389e-40,3.52668306869102,0.267,0.371,4.16111468494167e-37
"SPDYA",1.02372818023449e-39,7.92425826985071,0.341,0.46,3.07118454070347e-36
"ATF3",4.0602894283983e-39,-0.300889229758126,0.206,0.245,1.21808682851949e-35
"ZNF10",4.60367818448639e-39,4.28310314157838,0.25,0.344,1.38110345534592e-35
"ASB2",5.9671053155703e-39,5.49363135362397,0.29,0.371,1.79013159467109e-35
"CENPE",6.89473887647267e-39,3.0761482063666,0.175,0.213,2.0684216629418e-35
"KIAA0895",8.9536767072508e-39,3.46784366367165,0.312,0.459,2.68610301217524e-35
"MAPK8IP1",1.57809579535706e-38,7.67928154694282,0.253,0.331,4.73428738607118e-35
"RNF157",1.83611043598049e-38,1.54108448918077,0.209,0.281,5.50833130794148e-35
"NMRK1",5.58418884447265e-38,-1.8226350410065,0.224,0.299,1.67525665334179e-34
"ZBTB10",5.73337823185315e-38,3.54913232010254,0.312,0.394,1.72001346955594e-34
"ABLIM2",7.060692633875e-38,6.09320370711704,0.148,0.204,2.1182077901625e-34
"KCNK5",1.02441865207809e-37,4.40371835186347,0.292,0.364,3.07325595623426e-34
"LOC106997205",1.4611639232381e-37,1.22015260591649,0.377,0.503,4.38349176971429e-34
"LOC106997876",1.97190153175499e-37,4.65910802889825,0.294,0.425,5.91570459526496e-34
"HERPUD1",2.14997655092831e-37,3.87696782105484,0.232,0.261,6.44992965278493e-34
"SGTB",2.43307681960703e-37,8.34088931983802,0.274,0.355,7.29923045882109e-34
"LRRC49",2.63865136624443e-37,1.7123714659025,0.238,0.29,7.91595409873328e-34
"LIG1",2.77794913517259e-37,1.35746919961568,0.188,0.245,8.33384740551777e-34
"CLPP",4.12293022998754e-37,2.5588820758313,0.306,0.42,1.23687906899626e-33
"FAM222A",4.24015352917326e-37,3.88785899019378,0.274,0.391,1.27204605875198e-33
"LCA5",4.83390376469063e-37,9.50162587111357,0.333,0.433,1.45017112940719e-33
"LOC106994308",8.64034609058071e-37,4.28428019693713,0.259,0.347,2.59210382717421e-33
"GCFC2",9.61048108274852e-37,3.61374092223881,0.257,0.35,2.88314432482456e-33
"IER3IP1",1.2302809080424e-36,-0.697140831577118,0.293,0.395,3.69084272412721e-33
"FBXO32",1.41411679656142e-36,5.34482866261652,0.406,0.56,4.24235038968427e-33
"IL1RAPL2",1.42483003455208e-36,3.71576800501746,0.25,0.336,4.27449010365623e-33
"ZBTB26",2.68012988469217e-36,6.45326527939924,0.268,0.384,8.0403896540765e-33
"CITED2",3.50637240900108e-36,1.42932115097862,0.277,0.377,1.05191172270032e-32
"CYP2R1",3.69186441347391e-36,6.95113668243743,0.289,0.398,1.10755932404217e-32
"BCKDHB",3.72306636186628e-36,1.21873355455388,0.322,0.424,1.11691990855988e-32
"UBE2Q2",5.48948733361117e-36,1.42710663597953,0.297,0.379,1.64684620008335e-32
"SSX2IP",5.52317208937781e-36,-0.315651104566019,0.263,0.36,1.65695162681334e-32
"CAB39L",5.59297854088136e-36,5.30556608359396,0.282,0.362,1.67789356226441e-32
"SLCO4C1",5.99541542318418e-36,2.46266472512509,0.305,0.378,1.79862462695525e-32
"TSTD3",6.18915694853597e-36,1.90393812668867,0.349,0.457,1.85674708456079e-32
"KPNA2",6.43623233648534e-36,1.84443221698742,0.277,0.378,1.9308697009456e-32
"NCAPG",7.45058238910654e-36,4.02951283025175,0.16,0.211,2.23517471673196e-32
"LOC114669793",7.72405040304763e-36,0.529403147838742,0.25,0.36,2.31721512091429e-32
"LOC106992658",7.92216172201507e-36,1.47220670141866,0.26,0.338,2.37664851660452e-32
"ABHD10",8.59513991165554e-36,2.20299607400769,0.297,0.404,2.57854197349666e-32
"RGL1",8.7925924347863e-36,4.51300720814785,0.156,0.211,2.63777773043589e-32
"ARHGAP11A",9.1897863072303e-36,4.11344681387492,0.204,0.242,2.75693589216909e-32
"LRP11",1.04014723194588e-35,5.24648941880434,0.197,0.283,3.12044169583765e-32
"LARGE1",1.25057494955499e-35,3.76826671879488,0.198,0.231,3.75172484866498e-32
"PHLDB2",1.41989300726433e-35,0.651954628676703,0.207,0.278,4.259679021793e-32
"LOC106992808",1.63210103758858e-35,-2.25562947837091,0.268,0.366,4.89630311276574e-32
"HECW2",1.7700886460944e-35,5.35933414433009,0.311,0.417,5.3102659382832e-32
"LOC114678815",2.47366566555736e-35,-1.03906598990636,0.3,0.396,7.42099699667207e-32
"MIS18BP1",2.48837973368802e-35,2.55999566153117,0.244,0.297,7.46513920106407e-32
"NCAPD2",2.58499739117349e-35,-0.365495365416381,0.216,0.26,7.75499217352048e-32
"ITGAV",3.20764520420323e-35,1.68108671897704,0.381,0.491,9.6229356126097e-32
"PTPRM",4.34912812668408e-35,6.34081139173357,0.156,0.205,1.30473843800523e-31
"LOC114671388",4.55612663349692e-35,5.61451297411281,0.376,0.491,1.36683799004908e-31
"ABHD5",4.8869973327339e-35,1.85021647810131,0.313,0.439,1.46609919982017e-31
"INTS12",5.40044396553358e-35,3.29144193697849,0.294,0.411,1.62013318966007e-31
"DTL",5.73233465935908e-35,4.94050844521608,0.219,0.287,1.71970039780772e-31
"LOC114676301",6.91715558383719e-35,7.1080803397358,0.324,0.444,2.07514667515116e-31
"LOC106999271",7.14998485766893e-35,2.30689073571233,0.287,0.367,2.14499545730068e-31
"CROT",2.12681643704681e-34,2.2781525091309,0.345,0.448,6.38044931114044e-31
"ACTR3B",2.31279777350925e-34,1.56523328593879,0.201,0.262,6.93839332052774e-31
"CNTNAP2",2.38835662808073e-34,4.92256278905016,0.125,0.163,7.1650698842422e-31
"LRP12",3.00936369080828e-34,3.9041405952724,0.337,0.435,9.02809107242483e-31
"ETFA",3.14417724982127e-34,0.845275738374157,0.314,0.379,9.43253174946381e-31
"NFIX",3.3176349995891e-34,-0.487906648007169,0.312,0.408,9.9529049987673e-31
"LARP1B",3.35272812650445e-34,-1.809726707873,0.26,0.326,1.00581843795133e-30
"SLX4",5.30951638986764e-34,1.11384583220896,0.259,0.339,1.59285491696029e-30
"NDUFB6",5.72479605327544e-34,3.0309124823801,0.276,0.395,1.71743881598263e-30
"IQCB1",6.26338427688484e-34,0.81059376252667,0.201,0.24,1.87901528306545e-30
"MPP5",6.7484530844003e-34,9.58066723297,0.312,0.418,2.02453592532009e-30
"LOC114671409",6.89650809897723e-34,3.96388166650824,0.245,0.297,2.06895242969317e-30
"WHRN",6.96954260330136e-34,2.27422817577113,0.137,0.184,2.09086278099041e-30
"CASP4",7.31035636368788e-34,2.21859367404769,0.314,0.408,2.19310690910636e-30
"LOC714305",7.84123249013063e-34,1.9098183080581,0.303,0.43,2.35236974703919e-30
"NEIL1",9.06553883686279e-34,0.652692836248487,0.108,0.13,2.71966165105884e-30
"APIP",9.11418893680067e-34,1.93109383896593,0.277,0.36,2.7342566810402e-30
"PAXIP1",1.18570329144752e-33,0.500987258433997,0.363,0.458,3.55710987434257e-30
"DTD1",1.41043997795267e-33,3.04244088749709,0.274,0.359,4.23131993385802e-30
"BBS4",1.58805639958751e-33,2.14121576666396,0.262,0.358,4.76416919876252e-30
"PLAGL1",1.59634633504239e-33,4.69228944395071,0.309,0.372,4.78903900512717e-30
"CEP57L1",1.73868613986984e-33,2.23804769460484,0.32,0.417,5.21605841960953e-30
"SCN9A",1.77803603035833e-33,2.89941321929017,0.179,0.208,5.33410809107499e-30
"LOC106994433",2.01213200512786e-33,3.91412737836811,0.292,0.404,6.03639601538358e-30
"FASTKD1",2.24441712136337e-33,0.900571826668068,0.246,0.344,6.7332513640901e-30
"HIKESHI",2.56031013156812e-33,4.77866063065528,0.296,0.393,7.68093039470436e-30
"MARK4",2.73760082826254e-33,1.54949413300232,0.309,0.388,8.21280248478761e-30
"SAT1",2.99458524208789e-33,1.56948787075293,0.214,0.247,8.98375572626368e-30
"LOC114672574",3.32018487776712e-33,0.665606203755152,0.292,0.385,9.96055463330135e-30
"NEMP2",3.71135158563338e-33,1.9007085563991,0.258,0.315,1.11340547569001e-29
"KYAT3",3.72712564491628e-33,-0.31803075279972,0.287,0.39,1.11813769347488e-29
"OTUD7B",3.79467496761792e-33,1.26961539131058,0.315,0.401,1.13840249028537e-29
"GPR171",4.02598100850354e-33,1.77187374578166,0.356,0.481,1.20779430255106e-29
"LOC114677451",4.24686809201832e-33,2.44450245644463,0.239,0.336,1.2740604276055e-29
"CLIP2",4.28060994309023e-33,0.228503207040328,0.194,0.244,1.28418298292707e-29
"SEC14L1",4.49740179343487e-33,1.06399861302374,0.24,0.307,1.34922053803046e-29
"MID2",4.59823911545433e-33,6.58769293086943,0.339,0.46,1.3794717346363e-29
"NFXL1",4.76943376174369e-33,1.43972153690113,0.249,0.323,1.43083012852311e-29
"LOC114677671",6.43643901703986e-33,6.30906709313825,0.275,0.366,1.93093170511196e-29
"QPCTL",8.48225829653252e-33,5.31335895297009,0.301,0.422,2.54467748895975e-29
"USP54",8.82621174285753e-33,2.46388613280652,0.206,0.25,2.64786352285726e-29
"THRA",1.0148123815456e-32,2.35009144444066,0.303,0.396,3.04443714463679e-29
"LOC114680359",1.11628114879208e-32,3.97224474803777,0.317,0.449,3.34884344637623e-29
"NIPSNAP1",1.33184350438434e-32,1.33619277572881,0.27,0.382,3.99553051315301e-29
"MRRF",1.64813923160097e-32,2.53186019261717,0.317,0.407,4.94441769480291e-29
"DNAJC6",2.05227478903371e-32,3.41494585831242,0.308,0.421,6.15682436710114e-29
"MGST3",2.08247493938738e-32,6.66104932701865,0.307,0.404,6.24742481816213e-29
"LOC697977",2.10622541797857e-32,4.16591344603051,0.25,0.321,6.31867625393571e-29
"SOBP",2.11963774355019e-32,1.13833941846432,0.207,0.269,6.35891323065057e-29
"CYTH3",2.21797753479437e-32,5.47936968592372,0.295,0.392,6.65393260438312e-29
"LRRC6",2.46323504801878e-32,2.57512390793099,0.347,0.488,7.38970514405634e-29
"ATAD5",2.95543779894966e-32,7.36873187661879,0.192,0.261,8.86631339684897e-29
"AP4S1",3.24286751614117e-32,3.2825718371134,0.272,0.358,9.72860254842352e-29
"TMEM173",3.92690429676406e-32,4.68328661598807,0.284,0.371,1.17807128902922e-28
"CFAP44",4.66797403410136e-32,8.39317864253307,0.283,0.382,1.40039221023041e-28
"AGPAT4",4.79202767849257e-32,2.88339038836039,0.292,0.371,1.43760830354777e-28
"C4H6orf203",5.73555291774849e-32,3.01275385738107,0.369,0.482,1.72066587532455e-28
"FAM167A",6.1296012273047e-32,1.92359898316954,0.133,0.16,1.83888036819141e-28
"LIN9",7.83908305229474e-32,4.70984370528457,0.26,0.35,2.35172491568842e-28
"LOC114678832",8.00059054486159e-32,2.89355507857192,0.296,0.395,2.40017716345848e-28
"LOC106992676",8.87310461613892e-32,2.25322314530594,0.325,0.43,2.66193138484168e-28
"MAP7D2",9.06404315708951e-32,0.331582344952942,0.279,0.373,2.71921294712685e-28
"LANCL2",9.07344736648672e-32,1.19914213982371,0.294,0.378,2.72203420994601e-28
"EPB41L5",9.15852247866368e-32,2.90361897016557,0.303,0.381,2.7475567435991e-28
"HOOK1",1.00565129006024e-31,1.24453453592336,0.299,0.396,3.01695387018072e-28
"GSKIP",1.07079850328103e-31,-0.397216279354884,0.25,0.33,3.2123955098431e-28
"CD8A",1.28149225303515e-31,1.06674079271268,0.101,0.125,3.84447675910546e-28
"MYOM1",1.34704422427615e-31,6.23235804581662,0.278,0.373,4.04113267282846e-28
"SNAP23",1.3746891907372e-31,0.469050146395859,0.281,0.362,4.12406757221159e-28
"TXNDC12",1.496372753561e-31,-3.64354073600102,0.259,0.352,4.489118260683e-28
"PAPSS1",1.75740914511614e-31,1.45446509175987,0.317,0.403,5.27222743534843e-28
"C14H11orf54",2.00852970483855e-31,3.51802387016581,0.258,0.362,6.02558911451565e-28
"PROS1",2.05149623684804e-31,0.328711971530102,0.272,0.347,6.15448871054413e-28
"XRRA1",2.71903926448131e-31,5.46416294889838,0.275,0.383,8.15711779344393e-28
"RNF2",2.75165003970634e-31,1.29985781166498,0.312,0.394,8.25495011911901e-28
"GPR155",2.87069843180853e-31,0.665299967816741,0.171,0.188,8.6120952954256e-28
"PPEF1",3.29444960451027e-31,2.70176936387219,0.372,0.463,9.8833488135308e-28
"ZFP2",3.76633573535527e-31,0.407027745700016,0.267,0.348,1.12990072060658e-27
"ABTB2",4.25696206921639e-31,5.36923062303225,0.108,0.12,1.27708862076492e-27
"LOC106992647",4.65100720435227e-31,2.62662060969043,0.258,0.289,1.39530216130568e-27
"CENPF",5.68487472945228e-31,2.02673150961045,0.225,0.27,1.70546241883568e-27
"SMS",6.00310629350626e-31,-0.70672122317534,0.267,0.334,1.80093188805188e-27
"LOC106997042",6.38608580950829e-31,3.66861628369875,0.306,0.413,1.91582574285249e-27
"PLCXD2",6.69759944465354e-31,2.65893507429671,0.24,0.314,2.00927983339606e-27
"PPAT",7.57346214623985e-31,0.987059738561242,0.322,0.424,2.27203864387196e-27
"LOC698693",1.06537032138668e-30,6.13242332635183,0.326,0.436,3.19611096416004e-27
"RACGAP1",1.08216196588087e-30,3.1061721179051,0.186,0.254,3.24648589764261e-27
"LOC114675520",1.21483110501578e-30,1.85012325483244,0.348,0.458,3.64449331504733e-27
"HSD17B12",1.2375100845311e-30,2.38509617070837,0.314,0.39,3.71253025359329e-27
"SDHAF3",1.42951271913712e-30,5.21264819159809,0.315,0.416,4.28853815741137e-27
"LOC106995323",1.46787871233208e-30,2.16270315275834,0.279,0.375,4.40363613699624e-27
"PRMT9",1.63095781631086e-30,1.50993487466954,0.299,0.385,4.89287344893258e-27
"MCTP1",1.65371559728518e-30,2.42474464704411,0.268,0.34,4.96114679185553e-27
"GIMAP2",1.70018099903076e-30,5.31791055237821,0.289,0.39,5.10054299709227e-27
"PALB2",1.74450165148956e-30,1.45894482043118,0.282,0.373,5.23350495446868e-27
"ALDH5A1",1.83869579650815e-30,2.31808895852818,0.261,0.359,5.51608738952445e-27
"SNX24",1.92778898212319e-30,4.90177781782594,0.223,0.287,5.78336694636958e-27
"LOC114674127",1.93032081052423e-30,-0.211225312846494,0.233,0.293,5.79096243157269e-27
"RASA4B",2.00986651829843e-30,5.22434031581304,0.143,0.198,6.0295995548953e-27
"SUMF1",2.67204304985219e-30,-0.419928088005005,0.308,0.388,8.01612914955656e-27
"MCM8",2.75962715013151e-30,-1.47072385397241,0.3,0.41,8.27888145039454e-27
"USP18",2.76521536528505e-30,5.92334608798584,0.256,0.322,8.29564609585516e-27
"OGFOD1",3.12040726090953e-30,4.74556164518684,0.357,0.458,9.3612217827286e-27
"ASTL",3.80764924203577e-30,4.69485785658455,0.172,0.234,1.14229477261073e-26
"LOC106997927",3.82441008556613e-30,2.10610317858888,0.305,0.408,1.14732302566984e-26
"KIAA1841",3.96257013156741e-30,-0.82318805894856,0.362,0.469,1.18877103947022e-26
"VWA3A",4.28811706378058e-30,2.6880486707387,0.255,0.324,1.28643511913417e-26
"CLUAP1",4.71280276504336e-30,1.12260560607773,0.247,0.328,1.41384082951301e-26
"MTBP",5.2278851278669e-30,1.39531266662721,0.288,0.388,1.56836553836007e-26
"CMTM1",5.88380759172791e-30,5.21905385391385,0.342,0.449,1.76514227751837e-26
"DIPK2A",6.55861252921959e-30,-1.19739217798588,0.294,0.392,1.96758375876588e-26
"LOC100424766",7.12218897740802e-30,6.11156144177374,0.356,0.459,2.13665669322241e-26
"KIAA0513",7.33654243610792e-30,6.02842875195938,0.293,0.387,2.20096273083238e-26
"SNX16",7.42853900913498e-30,2.10388057522707,0.418,0.548,2.22856170274049e-26
"PRC1",7.65113649923007e-30,4.57461144456208,0.141,0.167,2.29534094976902e-26
"AP3M2",8.02587462592002e-30,3.36708964299936,0.301,0.405,2.407762387776e-26
"NT5DC3",8.62799070247295e-30,4.02153482913058,0.263,0.349,2.58839721074189e-26
"NCEH1",8.73656269592837e-30,4.88222250911749,0.273,0.384,2.62096880877851e-26
"ARSK",8.77322628065141e-30,-2.57268631317766,0.267,0.364,2.63196788419542e-26
"LOC107000534",9.97757749713465e-30,6.78887015680225,0.37,0.502,2.9932732491404e-26
"LRRIQ3",1.01345899569658e-29,1.82359238392082,0.263,0.375,3.04037698708975e-26
"LOC714265",1.2083272183231e-29,5.49080993644254,0.247,0.324,3.62498165496931e-26
"ANKRD42",1.22551031426308e-29,4.92908287743352,0.26,0.359,3.67653094278925e-26
"RAD51D",1.25284556336148e-29,-0.378288859149007,0.247,0.331,3.75853669008443e-26
"MPP6",1.33123558887294e-29,2.09928788871142,0.171,0.219,3.99370676661881e-26
"PEX13",1.44847209344339e-29,1.44289043441318,0.295,0.369,4.34541628033015e-26
"ARHGEF12",1.54379642196835e-29,3.3960422765958,0.198,0.222,4.63138926590506e-26
"ZSWIM5",1.86687648877852e-29,3.18777087132071,0.295,0.393,5.60062946633555e-26
"SYNPO",1.87950864392477e-29,4.66184145593979,0.213,0.254,5.63852593177431e-26
"LOC106994723",1.88901069693098e-29,5.13160175783371,0.354,0.476,5.66703209079294e-26
"LOC114677484",1.93621885194689e-29,-1.2939690494425,0.335,0.433,5.80865655584068e-26
"SLC38A6",2.02051197451389e-29,4.05248474007267,0.319,0.383,6.06153592354166e-26
"LRRC27",2.46205676536622e-29,7.33775880669798,0.297,0.38,7.38617029609866e-26
"LOC106998246",2.52021275967455e-29,2.27165647030577,0.359,0.474,7.56063827902364e-26
"CREB3L2",2.56453486240954e-29,1.48756377701974,0.181,0.22,7.69360458722862e-26
"ZGRF1",2.63910096617013e-29,1.65662692250937,0.231,0.309,7.91730289851039e-26
"RAPH1",2.73414112543422e-29,3.07288302385764,0.238,0.285,8.20242337630266e-26
"TRAK1",3.00269542138468e-29,0.437186678696414,0.13,0.135,9.00808626415404e-26
"ZNF667",3.46332012065933e-29,0.468744778484812,0.306,0.404,1.0389960361978e-25
"PDIA5",3.4880671258206e-29,2.12796761726067,0.295,0.381,1.04642013774618e-25
"LOC114673835",3.54077363602237e-29,8.45463789486283,0.188,0.257,1.06223209080671e-25
"NAPEPLD",4.57713641431321e-29,5.7273829689461,0.279,0.381,1.37314092429396e-25
"ACAT2",4.85125874522563e-29,2.16820294019618,0.239,0.331,1.45537762356769e-25
"FAM149B1",5.02717178127107e-29,-0.303975335808582,0.3,0.405,1.50815153438132e-25
"CA5B",5.85021240942841e-29,2.31453447867657,0.249,0.336,1.75506372282852e-25
"GK",5.9787688405636e-29,9.72915282856058,0.308,0.382,1.79363065216908e-25
"SLC37A3",6.43509442274158e-29,-2.72804431369109,0.285,0.363,1.93052832682247e-25
"CD7",6.50687634286496e-29,1.67408300406263,0.22,0.29,1.95206290285949e-25
"LOC711523",7.20517999420992e-29,0.540906037942718,0.274,0.356,2.16155399826298e-25
"ATPSCKMT",7.65019104284449e-29,3.59319961268871,0.288,0.389,2.29505731285335e-25
"TTC23L",7.79711602326833e-29,2.35581091465345,0.251,0.353,2.3391348069805e-25
"POLG2",8.33229718433738e-29,7.31515751469086,0.294,0.382,2.49968915530121e-25
"C2H3orf33",8.61065245726606e-29,2.04913830945436,0.289,0.397,2.58319573717982e-25
"PPME1",9.09100976507647e-29,1.56097201091373,0.286,0.368,2.72730292952294e-25
"ST3GAL5",9.19373834986086e-29,8.45099957970321,0.242,0.269,2.75812150495826e-25
"SCG5",9.20972670640734e-29,3.56938369325256,0.357,0.459,2.7629180119222e-25
"GIN1",1.02247993101055e-28,1.40644777116217,0.309,0.38,3.06743979303165e-25
"CLPB",1.0446072495613e-28,1.38286497702596,0.278,0.34,3.1338217486839e-25
"LOC114679627",1.0493929219454e-28,7.89938199557724,0.36,0.466,3.14817876583621e-25
"QDPR",1.17493822743799e-28,4.96293013344048,0.22,0.29,3.52481468231397e-25
"PACRGL",1.2190022904027e-28,-1.61060249230681,0.299,0.372,3.65700687120809e-25
"LOC114678831",1.25691127809087e-28,-2.90402615440335,0.253,0.328,3.77073383427261e-25
"HMGN3",1.35523357235493e-28,-0.887550169027184,0.19,0.267,4.06570071706479e-25
"HSF2",1.39082453648872e-28,2.36335355853332,0.29,0.377,4.17247360946617e-25
"BRIP1",1.62460506878799e-28,1.30651833645927,0.214,0.27,4.87381520636398e-25
"IKZF4",1.66624720205469e-28,1.55479450790063,0.278,0.356,4.99874160616408e-25
"EEF2K",1.80074257181641e-28,5.25972495650004,0.278,0.354,5.40222771544922e-25
"PRELID2",1.97739650707277e-28,5.92588327709913,0.396,0.505,5.93218952121831e-25
"SLC8B1",2.12427803994018e-28,0.401844717899831,0.318,0.43,6.37283411982053e-25
"PDK3",2.34798945318423e-28,1.4338185022027,0.261,0.339,7.04396835955268e-25
"CDC25B",2.75286828480079e-28,-0.397490955907711,0.367,0.447,8.25860485440236e-25
"OBSCN",2.9039893076337e-28,4.0877422481707,0.216,0.286,8.71196792290111e-25
"ALG14",2.90949430669804e-28,1.99061180843362,0.337,0.427,8.72848292009414e-25
"NADK2",3.01832862583647e-28,2.61616965587015,0.37,0.462,9.05498587750942e-25
"TG",3.33563709852877e-28,2.17400520709713,0.349,0.431,1.00069112955863e-24
"DNAAF5",3.35962484107182e-28,3.63023133783789,0.363,0.459,1.00788745232155e-24
"TECTA",3.8059264263352e-28,7.58492114403191,0.273,0.36,1.14177792790056e-24
"FAM13A",4.00603368377797e-28,1.8996377820086,0.164,0.209,1.20181010513339e-24
"ESD",4.11832472159023e-28,2.46073207167994,0.33,0.427,1.23549741647707e-24
"NFKBID",4.23325273078786e-28,3.55293298105246,0.242,0.281,1.26997581923636e-24
"SLC27A2",4.42414368482181e-28,3.03092138107675,0.34,0.447,1.32724310544654e-24
"DAB1",4.73349619644491e-28,3.6706625523173,0.223,0.297,1.42004885893347e-24
"ETV3",4.76144848320254e-28,1.9586735272693,0.207,0.239,1.42843454496076e-24
"MAP3K13",4.80519452980676e-28,1.5159210125966,0.26,0.329,1.44155835894203e-24
"ENDOD1",5.04033368432109e-28,7.59596722923944,0.282,0.366,1.51210010529633e-24
"TBC1D31",6.13584677591127e-28,2.53471512808214,0.248,0.309,1.84075403277338e-24
"LOC708964",6.35888382704735e-28,2.86624233376662,0.26,0.333,1.9076651481142e-24
"TMEM65",7.1707432618182e-28,4.09514648035717,0.391,0.495,2.15122297854546e-24
"SPECC1",7.28936360468419e-28,-3.4263931592371,0.148,0.158,2.18680908140526e-24
"DNAJA4",7.36616562967883e-28,3.01306989090055,0.288,0.39,2.20984968890365e-24
"PEX3",7.39096190316249e-28,0.728239444152231,0.246,0.32,2.21728857094875e-24
"PHKA1",7.79426693072399e-28,1.15667833310551,0.199,0.275,2.3382800792172e-24
"ANXA1",7.93078463511876e-28,4.72688231622759,0.24,0.297,2.37923539053563e-24
"CEP70",8.33383790650186e-28,-0.988255444652266,0.303,0.384,2.50015137195056e-24
"IFT52",8.40909910865467e-28,1.32299460509263,0.305,0.403,2.5227297325964e-24
"BCL7C",9.9611951285065e-28,5.06266290429167,0.302,0.415,2.98835853855195e-24
"MYO1D",1.10077731132971e-27,3.4941863983736,0.29,0.337,3.30233193398914e-24
"CARNMT1",1.1122729140056e-27,1.23141470927511,0.281,0.35,3.3368187420168e-24
"SLC4A5",1.21034330093658e-27,4.34897572855145,0.333,0.432,3.63102990280975e-24
"LOC107000414",1.35999696708095e-27,-3.22276531775414,0.224,0.285,4.07999090124286e-24
