Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
TRIM33	TRIM33	0.0E0	0.0E0	0.9965816334466162E0	-1.003430091864689E0	1.808887925175899E0	1.815092576932179E0	0.518039455663124E0	0.5658103868628039E0
LOC705641	.	0.0E0	0.0E0	1.000381996609725E0	1.000381996609725E0	1.000507636049513E0	1.000125591464274E0	6.662844378340685E-4	3.510564759734767E-4
UBA52	UBA52	0.0E0	0.0E0	1.031382069775089E0	1.031382069775089E0	1.1739323763916E0	1.138212899752655E0	0.1709827755640776E0	0.1628601519086092E0
LOC712177	.	0.0E0	0.0E0	1.000156738044174E0	1.000156738044174E0	1.000347579683807E0	1.000190811732175E0	6.256589337827631E-4	4.68550668855996E-4
LOC712274	.	0.0E0	0.0E0	1.085142097943609E0	1.085142097943609E0	1.861256866811057E0	1.715219481704947E0	0.5478629794285739E0	0.5312650408895108E0
LOC712543	.	0.0E0	0.0E0	0.9806036874614802E0	-1.019779971038791E0	2.129665907061288E0	2.171790637025262E0	0.6016635565599169E0	0.6579632260534153E0
LOC712940	.	0.0E0	0.0E0	1.000011498654657E0	1.000011498654657E0	1.000097620177977E0	1.00008612053305E0	1.605068859078756E-4	3.153979030795974E-4
UGGT1	UGGT1	0.0E0	0.0E0	0.9586755398128393E0	-1.043105783417848E0	1.527004312483445E0	1.592827029655476E0	0.4002540696363475E0	0.4680212819879451E0
BAZ2A	BAZ2A	0.0E0	0.0E0	0.9810843264435908E0	-1.019280374832791E0	1.504705549183282E0	1.533716836184517E0	0.3913354320491395E0	0.4429031036924224E0
BAZ1A	BAZ1A	0.0E0	0.0E0	1.013630721381088E0	1.013630721381088E0	2.108928856805417E0	2.080569197756722E0	0.5921183491639892E0	0.6274366061675194E0
LOC720201	.	0.0E0	0.0E0	1.000210907035603E0	1.000210907035603E0	1.000297453998671E0	1.000086528713553E0	7.962966242434295E-4	3.448366754048886E-4
LOC720405	.	0.0E0	0.0E0	1.000176519974482E0	1.000176519974482E0	1.000295736296978E0	1.000119195282148E0	6.969310957387929E-4	4.762859659022593E-4
LOC709078	.	0.0E0	0.0E0	1.000083031725466E0	1.000083031725466E0	1.000130705610172E0	1.00004766992659E0	3.170959369972454E-4	1.799993257418188E-4
LOC721088	.	0.0E0	0.0E0	0.9999074786119313E0	-1.000092529949068E0	1.000141728786931E0	1.000234271850156E0	8.696561453132778E-5	6.099962295637487E-4
LOC709073	.	0.0E0	0.0E0	1.000121328764687E0	1.000121328764687E0	1.000394087166276E0	1.000272725312164E0	8.548632265238997E-4	4.076365774502461E-4
LOC708686	.	0.0E0	0.0E0	1.092675707754359E0	1.092675707754359E0	8.43701482386929E0	7.721426187106186E0	0.9223333136512724E0	0.9373844238691538E0
UBA2	UBA2	0.0E0	0.0E0	0.9911696733806769E0	-1.008908995963531E0	1.302006812757989E0	1.31360638619734E0	0.2675030621711643E0	0.3089917965634582E0
LOC100423598	.	0.0E0	0.0E0	1.000209948044592E0	1.000209948044592E0	1.000357906074377E0	1.000147926972806E0	9.375415415296161E-4	2.939232326463206E-4
LOC708443	.	0.0E0	0.0E0	1.025875142624629E0	1.025875142624629E0	1.247993568292159E0	1.216516042195209E0	0.2399167012341722E0	0.242180273134659E0
LOC707555	.	0.0E0	0.0E0	0.8943661043823585E0	-1.118110352237232E0	2.109327029392551E0	2.35846038781762E0	0.6108706893404423E0	0.7078835235071226E0
LOC100425941	.	0.0E0	0.0E0	0.9105756726633598E0	-1.098206365512798E0	1.551204409235188E0	1.703542556433604E0	0.4036228811176615E0	0.4983878497830753E0
LOC705671	.	0.0E0	0.0E0	0.9570084613421794E0	-1.044922840700411E0	1.593722186873393E0	1.665316714795018E0	0.4237338313357121E0	0.4931844435053472E0
LOC100428164	.	0.0E0	0.0E0	1.000152902802392E0	1.000152902802392E0	1.000332667253403E0	1.000179736968724E0	5.350862638339423E-4	5.918751367463906E-4
UBE2H	UBE2H	0.0E0	0.0E0	0.9668981270391764E0	-1.034235119538589E0	1.951991689036896E0	2.018818357849405E0	0.543979360996374E0	0.6062579749772062E0
UBE2D3	UBE2D3	0.0E0	0.0E0	1.046526633527052E0	1.046526633527052E0	2.684582638745132E0	2.565231072712816E0	0.7280951857831368E0	0.7526542375543166E0
LOC100430240	.	0.0E0	0.0E0	0.9997338532741167E0	-1.00026621757882E0	1.00022115065476E0	1.000487427107772E0	6.25940185231543E-4	9.270622875370883E-4
LOC100430939	.	0.0E0	0.0E0	1.000821303068431E0	1.000821303068431E0	1.001142557567869E0	1.000320990868652E0	0.001428095653431699E0	9.889772857218414E-4
B2M	B2M	0.0E0	0.0E0	1.118255843504372E0	1.118255843504372E0	7.891339474990071E0	7.056828292763771E0	0.9665419181586408E0	0.9675667081032444E0
UBC	.	0.0E0	0.0E0	1.046537803294773E0	1.046537803294773E0	1.659648458322071E0	1.585846639363687E0	0.4626131562121528E0	0.467632841443013E0
LOC106992703	.	0.0E0	0.0E0	1.000339487018973E0	1.000339487018973E0	1.000533711102937E0	1.000194158169785E0	7.3224569761658E-4	5.16962041209732E-4
LOC100424348	.	0.0E0	0.0E0	0.9082704452577727E0	-1.100993658024614E0	2.344410417028574E0	2.581181000955301E0	0.6695739127148748E0	0.7647081778258427E0
KLHL24	.	0.0E0	0.0E0	0.9649972932107364E0	-1.036272336757342E0	1.48118166946215E0	1.534907589775684E0	0.369784369320442E0	0.4341437731405144E0
LOC107000678	.	0.0E0	0.0E0	0.9729806934125259E0	-1.027769622532498E0	1.277791915692876E0	1.313275714866745E0	0.2575134606036424E0	0.3107229366456451E0
LOC107001016	.	0.0E0	0.0E0	0.999898266531184E0	-1.000101743819568E0	1.000112245252134E0	1.000214000491962E0	2.779376719854832E-4	5.214062771011026E-4
TNFRSF10D	.	0.0E0	0.0E0	1.051798005966544E0	1.051798005966544E0	1.697704001549381E0	1.614096995733781E0	0.4473905316898132E0	0.4478957265262026E0
LOC694289	.	0.0E0	0.0E0	1.037091726716044E0	1.037091726716044E0	1.417293615256491E0	1.366603916265303E0	0.3485899961237618E0	0.3470631894533273E0
LOC693578	.	0.0E0	0.0E0	1.000224684917524E0	1.000224684917524E0	1.000336951767129E0	1.000112241630603E0	5.868827995685133E-4	4.89728762289698E-4
LOC114675652	.	0.0E0	0.0E0	1.000098974763628E0	1.000098974763628E0	1.000251546591927E0	1.000152556729034E0	2.969183891583929E-4	4.292060042581761E-4
LOC114675683	.	0.0E0	0.0E0	0.9993669951446086E0	-1.000633405804341E0	1.000178709321188E0	1.00081222832105E0	5.297187845655139E-4	6.759797681941158E-4
TMSB10	TMSB10	0.0E0	0.0E0	1.038289180292879E0	1.038289180292879E0	1.384767567404184E0	1.333701240162756E0	0.3126263680619978E0	0.31272906509318E0
TMSB4X	TMSB4X	0.0E0	0.0E0	1.079526754299404E0	1.079526754299404E0	4.377962852798825E0	4.055446366069965E0	0.8785294384666381E0	0.886235805919852E0
LINGO3	LINGO3	0.0E0	0.0E0	0.9997100160938633E0	-1.000290068021195E0	1.000063666084709E0	1.000353752573399E0	2.516822546592688E-4	8.953652404299153E-4
UVRAG	UVRAG	0.0E0	0.0E0	0.9491723524090292E0	-1.053549439637563E0	2.485397626832234E0	2.618489277025629E0	0.6756888337221076E0	0.743952832472419E0
LCK	LCK	0.0E0	0.0E0	0.9628018215761267E0	-1.038635342798769E0	2.032356230503783E0	2.110877010158512E0	0.5957257531715829E0	0.6664312716058614E0
LBR	LBR	0.0E0	0.0E0	0.9687261608835552E0	-1.032283467071768E0	1.522043256671422E0	1.571180090029981E0	0.4008755308653047E0	0.463344736494906E0
LOC114676417	.	0.0E0	0.0E0	1.000426748233509E0	1.000426748233509E0	1.000438781003855E0	1.000012027637573E0	8.524754447522835E-4	9.711112810846246E-5
LAT	.	0.0E0	0.0E0	1.031791317948114E0	1.031791317948114E0	1.759572049047863E0	1.705356517776347E0	0.5060730547064206E0	0.5219115599298924E0
LOC114674725	.	0.0E0	0.0E0	0.9997691694998513E0	-1.000230883795171E0	1.000117060144174E0	1.000347970966635E0	4.99072126660789E-4	5.507502782653327E-4
LOC114676443	.	0.0E0	0.0E0	0.9998978933760032E0	-1.000102117050824E0	1.000048540046435E0	1.000150662054025E0	1.521494288188744E-4	3.433029509684451E-4
LOC114677496	.	0.0E0	0.0E0	1.000092037935159E0	1.000092037935159E0	1.000237478858855E0	1.000145427538846E0	4.962374531939339E-4	6.627579196834141E-5
LOC114677543	.	0.0E0	0.0E0	1.0000019311949E0	1.0000019311949E0	1.000143932703476E0	1.000142001234344E0	3.315279176261012E-4	2.592286820592272E-4
LARP4	LARP4	0.0E0	0.0E0	0.9807527964012364E0	-1.019624928595044E0	1.445441476079601E0	1.473808161835978E0	0.3580024148495992E0	0.4096977758181412E0
LOC114677655	.	0.0E0	0.0E0	0.9997822634229394E0	-1.000217783996602E0	1.000281714702909E0	1.000499560052466E0	6.958670118317633E-4	9.89134319033965E-4
LOC114678728	.	0.0E0	0.0E0	1.00010356640732E0	1.00010356640732E0	1.000344828460257E0	1.000241237068881E0	3.914004648460739E-4	4.722940775770439E-4
LOC114678767	.	0.0E0	0.0E0	1.000252174129148E0	1.000252174129148E0	1.000336665748951E0	1.000084470318574E0	2.956124442188913E-4	2.789405107857178E-4
LOC114679020	.	0.0E0	0.0E0	0.9995421282133242E0	-1.000458081529284E0	1.000038328817889E0	1.000496427904896E0	1.242856966439835E-4	8.013865815172658E-4
TMEM63A	TMEM63A	0.0E0	0.0E0	0.9177914887626265E0	-1.089572100247092E0	1.501192157890031E0	1.635657092346705E0	0.3618330947300974E0	0.4536867920636273E0
LOC114679689	.	0.0E0	0.0E0	1.000008571178286E0	1.000008571178286E0	1.00035593342037E0	1.000347359264806E0	5.492417112520991E-4	0.001050451908532658E0
TMEM30B	TMEM30B	0.0E0	0.0E0	1.000094880691768E0	1.000094880691768E0	1.000207420617271E0	1.000112529248649E0	5.435299127533012E-4	4.163202913965234E-4
LOC114680372	.	0.0E0	0.0E0	1.000180175435974E0	1.000180175435974E0	1.000225147356211E0	1.000044963818861E0	6.169181354362017E-4	4.289109443141058E-4
KPNA4	KPNA4	0.0E0	0.0E0	0.988601117902191E0	-1.011530314796728E0	1.615488982257052E0	1.634116078773121E0	0.4303348091971059E0	0.4803151315092707E0
LOC114676965	.	0.0E0	0.0E0	0.9999760912767114E0	-1.000023909294929E0	1.000219902871383E0	1.000243817424035E0	3.559805357922721E-4	8.89353098861071E-4
LOC107000934	.	0.0E0	0.0E0	1.000355000167628E0	1.000355000167628E0	1.000619566432573E0	1.000264472377206E0	8.923603305311676E-4	6.337515980287824E-4
LOC114674534	.	0.0E0	0.0E0	0.8070884123453231E0	-1.239021629729628E0	260.1926841150991E0	322.3843635160163E0	0.9999986940550647E0	0.9998497345065318E0
LOC114674429	.	0.0E0	0.0E0	0.9998133393359504E0	-1.000186695512758E0	1.000054841928526E0	1.000241547680026E0	2.884527378994152E-4	2.434328397288488E-4
LOC107001024	.	0.0E0	0.0E0	1.000142987549878E0	1.000142987549878E0	1.000252630418706E0	1.000109627193504E0	9.363362817840296E-4	1.665456991116405E-4
LOC109910387	.	0.0E0	0.0E0	0.8185621894283492E0	-1.221654277359622E0	294.6058473612617E0	359.9064935640413E0	1.0E0	1.0E0
USP7	USP7	0.0E0	0.0E0	0.9898834884125849E0	-1.01021990133772E0	1.896400788817867E0	1.915781817776361E0	0.5546227035115951E0	0.6022172697837169E0
LOC114670814	.	0.0E0	0.0E0	0.9998406281080707E0	-1.000159397295378E0	1.000138078877306E0	1.000297498182083E0	8.30429398733614E-5	6.914716095700135E-4
LOC114671063	.	0.0E0	0.0E0	0.9997989025561358E0	-1.00020113789218E0	1.000073352119967E0	1.000274504766038E0	3.926077460196341E-4	5.617228838419554E-4
TRA2B	TRA2B	0.0E0	0.0E0	1.078636865820566E0	1.078636865820566E0	3.202395232421454E0	2.968928036763562E0	0.783375054434182E0	0.7912492997629659E0
TRA2A	TRA2A	0.0E0	0.0E0	1.059003401067457E0	1.059003401067457E0	2.349568375872378E0	2.218659896185465E0	0.6717819039754004E0	0.682860535015369E0
LOC114671455	.	0.0E0	0.0E0	0.999619707009733E0	-1.000380437668045E0	1.000223550132042E0	1.000604072846978E0	5.794653670721592E-4	7.958851998189993E-4
TPR	TPR	0.0E0	0.0E0	1.016588142350658E0	1.016588142350658E0	2.13408706720018E0	2.099264174246149E0	0.601861788605643E0	0.6347430262655358E0
TPP2	TPP2	0.0E0	0.0E0	0.9668944817405559E0	-1.034239018718826E0	1.498438840649206E0	1.549743916163209E0	0.3721273709370062E0	0.4350933355323106E0
TPO	TPO	0.0E0	0.0E0	0.9999435980796522E0	-1.000056405101704E0	1.000230504951758E0	1.000286923055117E0	1.489075573179034E-4	7.585917603289514E-4
TPM2	TPM2	0.0E0	0.0E0	0.9602189062115958E0	-1.041429192375887E0	1.258225653888959E0	1.310352926556202E0	0.2369208289647693E0	0.2994301767451443E0
LOC114672190	.	0.0E0	0.0E0	1.048153305638722E0	1.048153305638722E0	1.227965973724467E0	1.171551878068229E0	0.2142120200635594E0	0.1931973503861321E0
LOC114674471	.	0.0E0	0.0E0	0.9997420960996768E0	-1.000257970431904E0	1.000282253927764E0	1.000540297172835E0	3.733611440010007E-4	0.001228056980197718E0
LOC697423	.	0.0E0	0.0E0	1.000689328019002E0	1.000689328019002E0	1.000697800892588E0	1.00000846703702E0	9.612289433991136E-4	3.358272846660771E-4
LOC697280	.	0.0E0	0.0E0	0.9276010288356169E0	-1.07804968829677E0	2.066320484172165E0	2.227596153883033E0	0.5962778330778876E0	0.6802330629825434E0
LOC696443	.	0.0E0	0.0E0	0.9993928569585293E0	-1.000607511888086E0	1.000102101843589E0	1.000709675759759E0	3.165636990376395E-4	8.63062122527077E-4
LOC114672690	.	0.0E0	0.0E0	1.000120532121326E0	1.000120532121326E0	1.000226773964494E0	1.000106229039157E0	2.242392321748903E-4	5.699056597248043E-4
LOC114673221	.	0.0E0	0.0E0	0.9997090942658936E0	-1.000290990384878E0	1.000171446742808E0	1.00046248701704E0	4.163416221376805E-5	7.834320895092281E-4
LOC114673689	.	0.0E0	0.0E0	1.00003381836713E0	1.00003381836713E0	1.000512204004474E0	1.00047836945967E0	7.245982263305618E-4	7.917510842105071E-4
LOC696051	.	0.0E0	0.0E0	0.9999294722332664E0	-1.00007053274125E0	1.000184121938425E0	1.0002546676663E0	6.236060024410647E-4	6.841439291549667E-4
LOC114673748	.	0.0E0	0.0E0	1.000255271315253E0	1.000255271315253E0	1.000340515872915E0	1.000085222802724E0	7.128231713251865E-4	2.670494222929072E-4
LOC114673824	.	0.0E0	0.0E0	1.000218085376855E0	1.000218085376855E0	1.000497582130655E0	1.000279435812935E0	5.368784908849913E-4	7.114874392509861E-4
LOC694687	.	0.0E0	0.0E0	1.00044506419376E0	1.00044506419376E0	1.000583845292162E0	1.000138719359383E0	6.643294338279795E-4	4.374404315543525E-4
LOC694538	.	0.0E0	0.0E0	1.045573718967943E0	1.045573718967943E0	1.34253892990885E0	1.284021303857974E0	0.2701062487594536E0	0.2652782042866318E0
LOC114674139	.	0.0E0	0.0E0	0.9999223361129567E0	-1.000077669919191E0	1.000092895776736E0	1.000170572911135E0	1.724360909312849E-4	4.013681715979762E-4
LOC114674141	.	0.0E0	0.0E0	1.000027206154305E0	1.000027206154305E0	1.00023077456485E0	1.000203562872382E0	5.615005494162728E-4	6.170438141683097E-4
LOC114672378	.	0.0E0	0.0E0	1.000038768530058E0	1.000038768530058E0	1.00014959709776E0	1.000110824271208E0	2.078533488643347E-4	4.455178449907866E-4
EGR1	EGR1	0.0E0	0.0E0	1.256266237745107E0	1.256266237745107E0	1.732587707964895E0	1.379156468516376E0	0.401863053621853E0	0.2763162023472683E0
LOC711531	.	0.0E0	0.0E0	0.948887307468661E0	-1.053865924993445E0	1.205326216343296E0	1.270252227905477E0	0.1825192840573496E0	0.2509103822112027E0
EEF2	EEF2	0.0E0	0.0E0	0.9566634163322191E0	-1.045299718718136E0	2.014066308181302E0	2.10530294542159E0	0.5825399345951114E0	0.6510036528094583E0
CPSF6	CPSF6	0.0E0	0.0E0	0.9529992518731762E0	-1.049318767076093E0	1.468433239860431E0	1.5408545567839E0	0.3729941585564462E0	0.4462449475277097E0
SCIN	SCIN	0.0E0	0.0E0	0.999875582477523E0	-1.000124433004123E0	1.000040419246086E0	1.000164857279698E0	1.082121346991435E-4	4.814057796555902E-4
CREBRF	CREBRF	0.0E0	0.0E0	1.021237235357781E0	1.021237235357781E0	1.686280481588539E0	1.651213276607336E0	0.4603241267998536E0	0.4850787095437248E0
CRIP1	CRIP1	0.0E0	0.0E0	1.041798957322007E0	1.041798957322007E0	1.142143410523717E0	1.096318442724928E0	0.1448837048309363E0	0.1187426876785869E0
RPL3	RPL3	0.0E0	0.0E0	1.100983521060468E0	1.100983521060468E0	2.134198304379034E0	1.938447091672518E0	0.6306742041217648E0	0.6041786722571774E0
RPL4	RPL4	0.0E0	0.0E0	1.028216120184372E0	1.028216120184372E0	1.952584133555318E0	1.899001674088901E0	0.5674429228988395E0	0.5937672446144361E0
CCDC82	CCDC82	0.0E0	0.0E0	0.957222865089778E0	-1.044688793456903E0	1.504000828334312E0	1.571212810710755E0	0.3832751160933185E0	0.4524186309846795E0
RPL5	RPL5	0.0E0	0.0E0	1.04260597054792E0	1.04260597054792E0	1.872730423821416E0	1.796201514976211E0	0.5480958730928274E0	0.559409728301467E0
SDS	SDS	0.0E0	0.0E0	1.000068604308931E0	1.000068604308931E0	1.000229467452967E0	1.000160852108888E0	3.444179008084991E-4	2.521369667676316E-4
RPL6	RPL6	0.0E0	0.0E0	1.046054922995928E0	1.046054922995928E0	1.660695017773212E0	1.587579180849262E0	0.4665726047426665E0	0.469572933467009E0
RPL7A	RPL7A	0.0E0	0.0E0	1.060632188245601E0	1.060632188245601E0	1.363783307244713E0	1.285821156814556E0	0.3146045536766162E0	0.2922898609566031E0
RPL8	RPL8	0.0E0	0.0E0	1.051498856997238E0	1.051498856997238E0	1.334364253284976E0	1.26901160605682E0	0.2932278202977268E0	0.2814016313273498E0
S1PR3	S1PR3	0.0E0	0.0E0	1.000258912491834E0	1.000258912491834E0	1.000435397756962E0	1.000176439582716E0	7.546899685539228E-4	3.249588723558587E-4
RPL10	RPL10	0.0E0	0.0E0	1.070621964204178E0	1.070621964204178E0	1.570400602908285E0	1.466811494079151E0	0.4274678991616948E0	0.4038816273509399E0
CUL3	CUL3	0.0E0	0.0E0	1.000061974573547E0	1.000061974573547E0	2.625658351920895E0	2.625495637948383E0	0.7066998526810997E0	0.7504496214960412E0
RPL11	.	0.0E0	0.0E0	1.038082316356086E0	1.038082316356086E0	1.535929552322894E0	1.479583582267703E0	0.4050223398744295E0	0.4175111915159943E0
RSRP1	RSRP1	0.0E0	0.0E0	1.058988530389529E0	1.058988530389529E0	2.727515727888062E0	2.575585711853552E0	0.7403645394720494E0	0.7517536194725082E0
RSRC2	RSRC2	0.0E0	0.0E0	1.03397588814603E0	1.03397588814603E0	1.716288467885417E0	1.659892157604185E0	0.4951563284992022E0	0.5103910823616137E0
SAFB2	SAFB2	0.0E0	0.0E0	1.010091715874013E0	1.010091715874013E0	1.756254428097729E0	1.738707882163032E0	0.5037180764738384E0	0.5364085691392547E0
DEK	DEK	0.0E0	0.0E0	1.008292486082645E0	1.008292486082645E0	1.443982703413268E0	1.432106976243906E0	0.3561292347836695E0	0.3843799651266748E0
ACTR2	ACTR2	0.0E0	0.0E0	0.996873008845923E0	-1.003136799899615E0	2.162599446566254E0	2.169383088293151E0	0.6290895773244243E0	0.6733022477704855E0
SERINC1	SERINC1	0.0E0	0.0E0	0.9960318983431943E0	-1.003983910217541E0	1.402359720767966E0	1.4079465959882E0	0.3355384813496746E0	0.3757409019030902E0
CORO1A	CORO1A	0.0E0	0.0E0	0.9877543596692971E0	-1.012397455106959E0	1.679780924007862E0	1.700605932602776E0	0.4750581568065542E0	0.5240631587390405E0
RETREG3	RETREG3	0.0E0	0.0E0	0.9912580205563573E0	-1.008819075621437E0	1.18685122610657E0	1.197318156820999E0	0.1866037433921849E0	0.2214610829721428E0
SKI	SKI	0.0E0	0.0E0	0.9265822581135915E0	-1.079234996400512E0	1.808185139170582E0	1.951456682164222E0	0.5096775222756404E0	0.5942581991281926E0
CMTR1	CMTR1	0.0E0	0.0E0	0.9650500584478378E0	-1.036215677359136E0	1.192146549499675E0	1.235320944301163E0	0.185274916236705E0	0.2421735517905133E0
CNBP	CNBP	0.0E0	0.0E0	0.9901456253289874E0	-1.009952449840637E0	1.426134760100598E0	1.440328294766488E0	0.3546718700220086E0	0.3999290761554418E0
SHOC2	SHOC2	0.0E0	0.0E0	0.9965045261307295E0	-1.003507735065532E0	1.782733156506592E0	1.788986512112157E0	0.5048774562799783E0	0.5480331915478915E0
REV1	REV1	0.0E0	0.0E0	0.9736050463761904E0	-1.027110534936166E0	1.401705693811819E0	1.439706684994128E0	0.3216877703909892E0	0.3772036322442793E0
CCN6	CCN6	0.0E0	0.0E0	0.9994821256848696E0	-1.000518142647899E0	1.000213535841296E0	1.000731789131221E0	7.841215152859452E-4	0.001232276967548313E0
CASP8	CASP8	0.0E0	0.0E0	0.9271193871899839E0	-1.078609738742397E0	1.898224914587992E0	2.047443879198063E0	0.5476700723397201E0	0.6351679266547303E0
SERPINB9	SERPINB9	0.0E0	0.0E0	1.008083285357762E0	1.008083285357762E0	1.262193424807772E0	1.252072564976443E0	0.2352981512986356E0	0.2573130321849298E0
RGL2	RGL2	0.0E0	0.0E0	1.026027797782906E0	1.026027797782906E0	1.246791922277861E0	1.215163882471794E0	0.2341938563962931E0	0.2364770377861415E0
CCDC187	CCDC187	0.0E0	0.0E0	0.9994477924501234E0	-1.000552512651534E0	1.00010707743718E0	1.000659649250353E0	3.28231661197428E-4	0.001042543158029017E0
COL4A1	COL4A1	0.0E0	0.0E0	1.000183353272682E0	1.000183353272682E0	1.000356451231711E0	1.000173066226769E0	4.132669339879312E-4	7.624860708870098E-4
RHOA	RHOA	0.0E0	0.0E0	1.026956824939018E0	1.026956824939018E0	1.538421500889932E0	1.498039122512561E0	0.4145784905621975E0	0.4275330273010127E0
RIPPLY3	RIPPLY3	0.0E0	0.0E0	0.9997937627890161E0	-1.000206279753545E0	1.000259784518546E0	1.000466117860378E0	1.82692780975557E-4	8.883188102189583E-4
COLCA2	.	0.0E0	0.0E0	0.9992930353030499E0	-1.000707464849623E0	1.000479501198898E0	1.001187305278764E0	6.322999414725385E-4	0.001456086869617373E0
COPZ2	COPZ2	0.0E0	0.0E0	0.9997750704673646E0	-1.000224980137313E0	1.0001986790485E0	1.000423703884652E0	2.261131274827573E-4	0.001147442129831771E0
DGCR2	DGCR2	0.0E0	0.0E0	0.9435354895023501E0	-1.059843547090562E0	1.539004697350435E0	1.631104197428921E0	0.406529937229499E0	0.4841037396365714E0
DENND6A	DENND6A	0.0E0	0.0E0	0.9761445417110356E0	-1.024438448682148E0	1.446317874288216E0	1.481663639437082E0	0.356427643084697E0	0.4136180564608444E0
RHEX	RHEX	0.0E0	0.0E0	0.9998689179555061E0	-1.000131099229249E0	1.000266684699849E0	1.000397818891256E0	4.338625715185513E-4	8.568449934075963E-4
SLC2A3	SLC2A3	0.0E0	0.0E0	1.066683580478879E0	1.066683580478879E0	2.076648108259088E0	1.946826731247511E0	0.5204507141187676E0	0.5298485327785326E0
RPL13	RPL13	0.0E0	0.0E0	1.12184713203363E0	1.12184713203363E0	1.841668811258573E0	1.6416397195936E0	0.5350378146036712E0	0.4964373974822702E0
RPL14	.	0.0E0	0.0E0	1.015239227693284E0	1.015239227693284E0	1.231625658505337E0	1.213138366711561E0	0.2214906695898524E0	0.2351437023184549E0
RPLP1	RPLP1	0.0E0	0.0E0	1.047604395873985E0	1.047604395873985E0	1.248368076466482E0	1.191640738988123E0	0.2320133953373518E0	0.2122448393032458E0
RPS20	RPS20	0.0E0	0.0E0	1.060319012554694E0	1.060319012554694E0	1.512704904277545E0	1.426650740358686E0	0.3986086611613889E0	0.3857849905844296E0
RPLP2	RPLP2	0.0E0	0.0E0	1.068477030193373E0	1.068477030193373E0	1.470760004799006E0	1.376501284761197E0	0.3677233287416959E0	0.3505588477077591E0
CCAR1	CCAR1	0.0E0	0.0E0	0.9789258060925563E0	-1.021527876552323E0	1.596486531661474E0	1.630855496632528E0	0.4360608501325819E0	0.4904079821420604E0
RPS3	RPS3	0.0E0	0.0E0	1.059243623621422E0	1.059243623621422E0	1.540302987697607E0	1.45415365582424E0	0.4113037277877893E0	0.4035000307014417E0
RPS5	RPS5	0.0E0	0.0E0	1.029312663882246E0	1.029312663882246E0	1.359666418936366E0	1.320945973605463E0	0.3053197514387425E0	0.3170469472080814E0
DCAF1	DCAF1	0.0E0	0.0E0	0.9851187164570626E0	-1.015106081423828E0	1.338871669536405E0	1.359096773992478E0	0.2847886858539599E0	0.3317623606134975E0
ZFP36	ZFP36	0.0E0	0.0E0	1.107026840936005E0	1.107026840936005E0	1.734879191538327E0	1.567151876888066E0	0.4530632310883619E0	0.431026974677767E0
RPL41	.	0.0E0	0.0E0	1.059494768014811E0	1.059494768014811E0	1.436228981537288E0	1.35557911647678E0	0.3571564049550026E0	0.339851750555808E0
DAZAP1	DAZAP1	0.0E0	0.0E0	0.9573290890908684E0	-1.044572876135681E0	1.318003319969447E0	1.376750518696861E0	0.2885583349381821E0	0.354811827719982E0
RPS18	.	0.0E0	0.0E0	1.07406142737923E0	1.07406142737923E0	1.827267483408721E0	1.701269067885024E0	0.5371630840909039E0	0.5236099638876335E0
