Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
LOC694067	.	0.01857837594986178E0	0.03115708761062171E0	0.9998941154735059E0	-1.000105895739214E0	1.001478471683346E0	1.001584523986413E0	0.002085162039928614E0	0.002841617569395494E0
LOC114676331	.	0.01862652132299857E0	0.0312356941723703E0	1.000931597671524E0	1.000931597671524E0	1.001801181903373E0	1.000868774883191E0	0.00217543155896235E0	0.001236440618850212E0
ZNF132	ZNF132	0.01862967460166853E0	0.03123884577284708E0	1.000063893545388E0	1.000063893545388E0	1.008525058852118E0	1.008460624727419E0	0.01030265197529761E0	0.01136290543054484E0
ERICH4	.	0.01865397155486326E0	0.03127744892091329E0	1.00010227349472E0	1.00010227349472E0	1.00020617473218E0	1.000103890612204E0	3.362248415925436E-4	2.804795891665691E-4
LOC721200	.	0.01866832220301917E0	0.03129804556979394E0	1.000017246739503E0	1.000017246739503E0	1.00239712943531E0	1.002379841651298E0	0.003326055402702747E0	0.004008353586029211E0
LOC114671958	.	0.01866880811309747E0	0.03129804556979394E0	0.999240377079954E0	-1.000760200385683E0	1.001489511075459E0	1.002250843788036E0	0.001948890212329561E0	0.003242013456883408E0
RGS5	RGS5	0.01867030329637076E0	0.03129841245786189E0	0.9997696540729469E0	-1.000230398998524E0	1.000189717203567E0	1.000420159912744E0	2.024581856584294E-4	6.822369688482769E-4
LOC114675628	.	0.01874159947011289E0	0.03141578386807767E0	0.9999660097543731E0	-1.000033991401003E0	1.000241969862588E0	1.000275969488486E0	0.004191780016604672E0	0.004947243729311369E0
LOC100427821	.	0.01875156360398078E0	0.03143033784667237E0	0.999699969150636E0	-1.000300120894891E0	1.000066726618855E0	1.000366867539798E0	8.579401634434443E-5	7.897515135262674E-4
GRM7	GRM7	0.01875397919944823E0	0.03143223825636453E0	0.9994646856518988E0	-1.000535601063035E0	1.004016298935534E0	1.004554051132549E0	0.004241536945185843E0	0.005554038724225205E0
LOC114670820	.	0.01878140136579077E0	0.03147604731355393E0	0.9994712505464916E0	-1.000529029177397E0	1.001015904010879E0	1.001545470631139E0	0.001311509910422023E0	0.002354237174261812E0
HS3ST5	HS3ST5	0.0187854317259406E0	0.03148065036448543E0	1.000592288811228E0	1.000592288811228E0	1.00125372154884E0	1.0006610412103E0	0.001127044054032007E0	9.542233859458728E-4
WDR86	WDR86	0.01878871309477181E0	0.03148399771149339E0	0.9987620497240611E0	-1.001239484696361E0	1.00341235751898E0	1.004656071780264E0	0.004292367736884021E0	0.006177616377140059E0
LOC106997691	.	0.01879025848787921E0	0.03148443584829341E0	1.000051320919908E0	1.000051320919908E0	1.000128347770068E0	1.000077022897274E0	3.083689517561932E-4	3.710912458594115E-4
PCOLCE	PCOLCE	0.01879263987572367E0	0.03148627459910466E0	0.9998537277108456E0	-1.000146293687867E0	1.004050971653133E0	1.004197857972582E0	0.004804688649066162E0	0.005904553360752442E0
GYPA	.	0.01880259451579058E0	0.03150080089610006E0	1.000157811183369E0	1.000157811183369E0	1.00024554794961E0	1.000087722922582E0	2.079607076108202E-4	2.896626364383979E-4
CYP17A1	CYP17A1	0.01880830206228389E0	0.03150821035464719E0	0.9997352034739969E0	-1.000264866661775E0	1.000709123108266E0	1.000974177593112E0	7.080088793155917E-4	0.001329327955922163E0
ABCA15	.	0.01883313739272253E0	0.03154766002762087E0	0.9993173583050163E0	-1.000683108012995E0	1.000870041911921E0	1.001553744257518E0	0.00103424952904232E0	0.002048323071842499E0
YIF1A	YIF1A	0.01884315310880692E0	0.03156228145725159E0	1.000087080458117E0	1.000087080458117E0	1.010484206751219E0	1.010396220985416E0	0.01411406922288578E0	0.01537042049361302E0
LOC114671943	.	0.0188885780793172E0	0.03163620733973201E0	1.001093421301053E0	1.001093421301053E0	1.004458724011497E0	1.003361627035837E0	0.005948103556017881E0	0.005280736087854721E0
LOC106993625	.	0.01889848320304034E0	0.03165063550778277E0	0.9998109141224019E0	-1.000189121637829E0	1.001468759027144E0	1.001658158439086E0	0.001820237802064603E0	0.002566147757476543E0
ANGPTL2	ANGPTL2	0.01890669687590231E0	0.03166222910543443E0	0.9998661254630979E0	-1.000133892461693E0	1.007073997010172E0	1.007208836626739E0	0.008884361302451687E0	0.01001979451892307E0
LOC716109	.	0.01891721865089447E0	0.03167768613474694E0	0.9999673556976513E0	-1.000032645368034E0	1.000062968079009E0	1.000095615502659E0	1.016871729815708E-4	3.054757268390215E-4
PTPRS	PTPRS	0.01892079061661435E0	0.03168150409700355E0	1.000550201919522E0	1.000550201919522E0	1.009935264694746E0	1.009379901935174E0	0.01035382170181543E0	0.01126663925656188E0
LOC698297	.	0.01893193960712626E0	0.03169667364851712E0	1.000781398798946E0	1.000781398798946E0	1.002860333551492E0	1.002077311543801E0	0.003636183683029519E0	0.003280485924848112E0
LOC114678349	.	0.01893243532052159E0	0.03169667364851712E0	1.000119743828739E0	1.000119743828739E0	1.000225053503523E0	1.000105297066111E0	4.210675238148651E-4	4.396893811687861E-4
DNAH9	DNAH9	0.01894066743450406E0	0.03170829101781188E0	1.000090315979284E0	1.000090315979284E0	1.002922939104206E0	1.002832367316894E0	0.003870217891135186E0	0.004566496722534496E0
LOC100424637	.	0.01900817750183826E0	0.03181913637108866E0	0.999768615507493E0	-1.000231438043681E0	1.001486799095441E0	1.001718581240997E0	0.001903528391333837E0	0.002897897139897835E0
CFH	CFH	0.01901904926601306E0	0.03183516219120629E0	0.9995917664653835E0	-1.000408400257297E0	1.005886125062259E0	1.006296929214546E0	0.006166426213929828E0	0.007556522903826537E0
LOC114670872	.	0.01912073593231789E0	0.03200318657649984E0	0.9999148260136302E0	-1.000085181241596E0	1.000731558689589E0	1.000816802246262E0	8.007359932668492E-4	0.001295597713961634E0
LOC106994212	.	0.01913195198372828E0	0.03201977385646908E0	0.9999838508933062E0	-1.000016149367492E0	1.000675031781795E0	1.000691192050623E0	0.001087189571651731E0	0.001651895662429604E0
LOC695427	.	0.01917690290544472E0	0.03209281464869415E0	1.000936529024105E0	1.000936529024105E0	1.013999094977881E0	1.013050343927913E0	0.01871261186488223E0	0.01944367728187184E0
POLR2I	POLR2I	0.01919030879815341E0	0.03211305802840985E0	1.001459199404988E0	1.001459199404988E0	1.00807860026572E0	1.006609755908842E0	0.009691298053387587E0	0.009011683596796084E0
LOC114678757	.	0.01921342237679769E0	0.03214954237624244E0	0.9999331275187651E0	-1.000066876953463E0	1.00104600864108E0	1.001112955548414E0	0.001636336350973704E0	0.002408528871362468E0
BAG3	BAG3	0.01922660009914722E0	0.03216939735475492E0	1.000397170766001E0	1.000397170766001E0	1.023302130983696E0	1.0228958666488E0	0.0286631980722372E0	0.03005191512790279E0
LOC107000777	.	0.0192311814966404E0	0.03217486748042681E0	0.9994755333594383E0	-1.000524741850157E0	1.00100781422849E0	1.00153308492095E0	0.001338302881391196E0	0.002337324971913069E0
GAS2L1	GAS2L1	0.01924565488166506E0	0.03219688559204465E0	1.000268520272423E0	1.000268520272423E0	1.000323679881019E0	1.000055144801098E0	6.085279510962695E-4	2.858525701736938E-4
ADGRB3	ADGRB3	0.01926417001650428E0	0.03222566185583724E0	0.9992730419152228E0	-1.000727486937288E0	1.004754083145905E0	1.00548502861658E0	0.005147763401398855E0	0.006758148410620392E0
LOC704341	.	0.01929692421594541E0	0.03227825208890951E0	1.001182237922362E0	1.001182237922362E0	1.002703442743203E0	1.001519408518471E0	0.004156234794428282E0	0.002872093814703739E0
HFM1	HFM1	0.0193187157479553E0	0.03231249898174476E0	1.000048695064828E0	1.000048695064828E0	1.00272188351005E0	1.002673058280476E0	0.002704089840671174E0	0.003334766093658502E0
DDIT4L	DDIT4L	0.01934664720495114E0	0.03235701014594271E0	0.9999028907930791E0	-1.000097118638035E0	1.000053066123499E0	1.000150189915243E0	1.732586504972517E-4	2.053107490051049E-4
C14H11orf98	.	0.01934852976430922E0	0.03235795177524317E0	1.000785896132393E0	1.000785896132393E0	1.012669454528693E0	1.011874226487628E0	0.01629532262967226E0	0.016861707006513E0
TTC29	TTC29	0.0193716728876162E0	0.03239444643686063E0	0.9998192766509852E0	-1.000180756015847E0	1.001309119529293E0	1.001490112176371E0	0.001316942933545124E0	0.001993090457396092E0
LOC715580	.	0.01937806537330445E0	0.03240292663376555E0	0.9987252560152722E0	-1.001276371031022E0	1.003300077401702E0	1.00458066055592E0	0.004403506058574782E0	0.006367535678530373E0
LOC114673957	.	0.01940096813848035E0	0.03243901136586767E0	0.9991863293030889E0	-1.000814333296052E0	1.007668752447102E0	1.008489330663611E0	0.01023915877355278E0	0.01230793852638524E0
LOC106998356	.	0.01940415568616859E0	0.03244212897908407E0	0.9998034014514277E0	-1.000196637207162E0	1.000643634103123E0	1.000840397872697E0	9.35069747009048E-4	0.001671082245633998E0
COL8A2	COL8A2	0.01940818969812597E0	0.03244666128834504E0	1.000094052522214E0	1.000094052522214E0	1.000100976109991E0	1.000006922936657E0	2.506470646858431E-4	2.557592830475076E-5
TAF10	TAF10	0.0194767999896146E0	0.03255914440966182E0	1.001021971400098E0	1.001021971400098E0	1.012423156780425E0	1.011389545590474E0	0.01623840407697071E0	0.01652766367619624E0
LOC114671307	.	0.01955393564929319E0	0.03268586298513754E0	0.9989524900613129E0	-1.001048608366373E0	1.002853652959432E0	1.003905253690172E0	0.003995085387746485E0	0.005708940649455823E0
GPX7	GPX7	0.01957379768033707E0	0.03271497285600886E0	1.000286735826764E0	1.000286735826764E0	1.000885127459146E0	1.000598220101247E0	9.915461193061017E-4	9.76910742627438E-4
LOC100429441	.	0.01957401850352181E0	0.03271497285600886E0	0.9993130263833461E0	-1.000687445873832E0	1.00264348840931E0	1.003332751538342E0	0.003005163455078078E0	0.004480188111128512E0
CYP19A1	CYP19A1	0.01958599617645406E0	0.03273276073325199E0	1.001381387606473E0	1.001381387606473E0	1.003821277451818E0	1.002436524061204E0	0.004707953378299547E0	0.003748367479213267E0
LOC106992543	.	0.01965822533478756E0	0.03284988986522235E0	1.000233892771385E0	1.000233892771385E0	1.000860148006593E0	1.000626108792888E0	0.001026078994626877E0	0.001063727027321529E0
LOC107000385	.	0.01965876085850004E0	0.03284988986522235E0	0.9989474405566683E0	-1.001053668492053E0	1.00219131018042E0	1.003247287586966E0	0.002471343882601514E0	0.004006961265318643E0
LOC693392	.	0.01969654169977431E0	0.03291077920154441E0	1.000775350829651E0	1.000775350829651E0	1.005835638056493E0	1.005056366768673E0	0.007918415039299322E0	0.007989686879650407E0
LOC114678822	.	0.01971280262603103E0	0.03293570525281277E0	0.9999654170933406E0	-1.000034584102678E0	1.001921683255951E0	1.00195633381832E0	0.002527375800449984E0	0.003102195921395191E0
TENT5B	TENT5B	0.01972119839733143E0	0.03294748787977664E0	0.9998916552877286E0	-1.00010835645212E0	1.000026648147341E0	1.00013500748696E0	3.955656132612721E-5	2.098359738606389E-4
ARL4A	ARL4A	0.01972734292068489E0	0.03295550807963995E0	1.001688181629531E0	1.001688181629531E0	1.02067308225646E0	1.01895290468142E0	0.02483286372002967E0	0.02457504112484157E0
FGR	FGR	0.0197985077503592E0	0.03307213944511637E0	1.000310900433787E0	1.000310900433787E0	1.016532262843345E0	1.016216320748403E0	0.02007337015857483E0	0.02136300292236961E0
LOC114676875	.	0.01981608532481526E0	0.03309924694061166E0	1.000062181006875E0	1.000062181006875E0	1.001751915704711E0	1.001689629634964E0	0.00220787891370791E0	0.002708570887081795E0
ZMYND19	ZMYND19	0.0198345068600604E0	0.03312776033390554E0	0.9998178883312135E0	-1.000182144839487E0	1.007663560975621E0	1.007847101693192E0	0.009949276983748928E0	0.01130172739711577E0
LOC114672743	.	0.01983670987077512E0	0.03312918337200487E0	1.001053134125181E0	1.001053134125181E0	1.002444884060903E0	1.001390285778325E0	0.002891613592163335E0	0.002019189913492567E0
SF3B5	.	0.01986284647957271E0	0.03317057486870621E0	1.000588085877969E0	1.000588085877969E0	1.011838692299206E0	1.011243993987161E0	0.01446306139915732E0	0.01522392159126921E0
LOC106999587	.	0.0199398283877792E0	0.03329686562649789E0	1.000599191065275E0	1.000599191065275E0	1.002302218910598E0	1.001702008017327E0	0.003185027675143068E0	0.002826265092777493E0
LOC106997898	.	0.01998652641275112E0	0.03337257256526508E0	0.9998192063102654E0	-1.000180826382003E0	1.004006855027954E0	1.004188405955055E0	0.00525959435319295E0	0.006321416667623031E0
LOC106994032	.	0.01999515821096956E0	0.03338471230676078E0	0.999666935637493E0	-1.000333175331336E0	1.000985031613029E0	1.001318535132599E0	0.001133744850985881E0	0.001942212413475036E0
SFR1	SFR1	0.02003039751086389E0	0.03344127231491042E0	1.002148996687773E0	1.002148996687773E0	1.017373549156247E0	1.015191905114702E0	0.02114802904364552E0	0.02024078843553812E0
LOC106998389	.	0.02005050974357726E0	0.03347257130723682E0	1.000207426560066E0	1.000207426560066E0	1.000307355683608E0	1.000099908399886E0	3.745033386915212E-4	2.507498321666849E-4
GNRH1	GNRH1	0.0200662313372011E0	0.033496536749547E0	0.9991217904661245E0	-1.000878981463777E0	1.005279585123769E0	1.006163207245007E0	0.00683782719902841E0	0.008710215528977994E0
LOC100424459	.	0.02010593128591974E0	0.03356052324507003E0	1.000330350538558E0	1.000330350538558E0	1.000581517152574E0	1.000251083668392E0	7.598474432208085E-4	4.93512079472578E-4
LOC106992664	.	0.02013579730670823E0	0.03360808750034707E0	1.000828843001744E0	1.000828843001744E0	1.004421232200265E0	1.003589414137733E0	0.005895231895447602E0	0.005600673275872794E0
LOC106999110	.	0.02013826355331736E0	0.03360991620870132E0	0.9981493699586333E0	-1.001854061222764E0	1.004409031619276E0	1.006271267456595E0	0.006445250602696939E0	0.008844017022018506E0
LOC100428149	.	0.02022896034470745E0	0.03375883134650319E0	0.9999141419885959E0	-1.000085865383635E0	1.000056751816519E0	1.000142622073171E0	5.529214133975335E-5	4.737668538791649E-4
LOC114674121	.	0.02023024331770917E0	0.03375883134650319E0	0.99950606989268E0	-1.000494174194833E0	1.001806420638718E0	1.002301487520016E0	0.002318107418785559E0	0.003594093982468275E0
SLC35D3	SLC35D3	0.02023946039022538E0	0.03377191396904647E0	0.9996806341637481E0	-1.000319467863373E0	1.00259498915094E0	1.002915286029953E0	0.003121036738669977E0	0.004111027986313033E0
MCF2	MCF2	0.02029025426095199E0	0.03385436585609748E0	0.9988180505941027E0	-1.001183348063438E0	1.018309921188608E0	1.019514936261826E0	0.01958029278936278E0	0.02220817734201586E0
LOC106999063	.	0.02033268586750436E0	0.03392285500360198E0	0.9992944512300557E0	-1.000706046920481E0	1.003137958267197E0	1.003846220733448E0	0.004557327620979285E0	0.006171313702564024E0
SLC25A52	SLC25A52	0.02037842774936017E0	0.03399685728755766E0	1.000396451354962E0	1.000396451354962E0	1.002090434308164E0	1.001693311637509E0	0.002518001644680205E0	0.002626851608757006E0
CDH22	CDH22	0.02038485916312781E0	0.03400527322436872E0	0.9996784839087339E0	-1.00032161949711E0	1.004860871591609E0	1.005184054439795E0	0.00468831316997052E0	0.005804435793894187E0
LOC718170	.	0.02040036952617362E0	0.0340288321556921E0	0.9997227257298302E0	-1.000277351172514E0	1.000336893880175E0	1.000614338490601E0	3.426398727321045E-4	9.860822613680584E-4
LOC106998433	.	0.0204387877667771E0	0.03409059676349531E0	0.9999502834990275E0	-1.000049718972826E0	1.000010686659125E0	1.000060406163281E0	1.851501542607114E-4	8.545691474449104E-5
ZNF683	.	0.02047294084474681E0	0.03414523943378096E0	0.9989031835860172E0	-1.001098020741155E0	1.001721569106317E0	1.002821480166058E0	0.002450897121919571E0	0.004119571880434199E0
DPF1	DPF1	0.02048100082120697E0	0.03415635895930613E0	0.9999495483345018E0	-1.000050454210997E0	1.000666212661378E0	1.000716700485609E0	6.978228137082028E-4	0.001196652508292789E0
ND5	ND5	0.02051973683388209E0	0.03421863220948361E0	1.000902629415119E0	1.000902629415119E0	1.00160290078882E0	1.000699639858185E0	0.00200396321074721E0	0.001087823567302815E0
LOC106994162	.	0.02058677387193851E0	0.03432808845965429E0	1.000331377745175E0	1.000331377745175E0	1.007061534911346E0	1.006727927680666E0	0.008028982176442243E0	0.008716260128636907E0
LOC114673502	.	0.02059886500107468E0	0.03434591470431449E0	0.9993548159231262E0	-1.000645600608106E0	1.003141559384019E0	1.003789188184774E0	0.004390731730018641E0	0.006095534337173033E0
MACMULV1R-PS1001	.	0.02064048758856207E0	0.0344129750235735E0	0.9998323134961026E0	-1.000167714627377E0	1.000181625776605E0	1.000349370865282E0	2.856682017480432E-4	8.368796084547108E-4
LOC106996776	.	0.02064623483499737E0	0.0344202169164325E0	1.001000801467949E0	1.001000801467949E0	1.003824990460493E0	1.002821365365945E0	0.004839467486218448E0	0.004153129516577284E0
LOC114671956	.	0.02065556992041473E0	0.03443343885713189E0	1.000357203674996E0	1.000357203674996E0	1.001405582793206E0	1.001048004767056E0	0.00160222760705702E0	0.001602060733886371E0
LOC114675778	.	0.02066907247081607E0	0.03445360581397265E0	0.9993422702210837E0	-1.000658162672105E0	1.00633899752744E0	1.007001332291096E0	0.0100080241663308E0	0.01206756189305442E0
CRYBB1	CRYBB1	0.02068749139151892E0	0.03448196464809862E0	0.9994107539278271E0	-1.00058959348782E0	1.000565362931977E0	1.0011552897541E0	6.805804779545569E-4	0.001592361745048659E0
ZNF878	ZNF878	0.02071062561997306E0	0.0345181785803697E0	1.00022795082929E0	1.00022795082929E0	1.005152821298923E0	1.004923748097171E0	0.006790951011497482E0	0.007416063738213175E0
PRSS8	.	0.02072195924342436E0	0.03453472098458965E0	1.00037495658541E0	1.00037495658541E0	1.005051277755833E0	1.004674568410213E0	0.006272120887380946E0	0.006782330480007686E0
OPHN1	OPHN1	0.02073640676477208E0	0.03455645033542242E0	1.001523438574744E0	1.001523438574744E0	1.00765656591994E0	1.006123798114923E0	0.008953446241965729E0	0.008203145139987121E0
LOC114671024	.	0.02074930833854995E0	0.03457560064405557E0	1.000201297070918E0	1.000201297070918E0	1.001196162158346E0	1.000994664864304E0	0.001443122607090769E0	0.001550859482744161E0
SLC3A1	SLC3A1	0.02075761100967844E0	0.03458708549156315E0	1.000040523707685E0	1.000040523707685E0	1.004160451630071E0	1.004119760974397E0	0.005079589236071335E0	0.005798499977909415E0
LOC114673077	.	0.02080882349952639E0	0.03467006181922721E0	0.9992440488476878E0	-1.000756523046781E0	1.001327636793457E0	1.00208516422807E0	0.001700444896329995E0	0.003050578641498838E0
XPNPEP2	XPNPEP2	0.02086437713949961E0	0.03476025927133702E0	1.000332145406125E0	1.000332145406125E0	1.000931054341698E0	1.000598710076771E0	0.001049066903328268E0	0.001073805861641792E0
LOC114673448	.	0.02087255162972457E0	0.03477151569728981E0	0.9997309634434401E0	-1.000269108956707E0	1.00081008820501E0	1.001079415163708E0	0.001009308795684372E0	0.001653762730628416E0
POPDC2	POPDC2	0.02088963828842194E0	0.03479761633779518E0	0.9996250418112664E0	-1.000375098835113E0	1.001122919184833E0	1.001498439225624E0	0.001368453687925098E0	0.002341423290155606E0
LOC114679600	.	0.02089278585288512E0	0.03480049549547948E0	0.9994141068148341E0	-1.000586236657228E0	1.000889854974351E0	1.001476613297185E0	0.001020866209435939E0	0.002033568183666274E0
LOC106993044	.	0.02089691274033723E0	0.03480500538059836E0	0.9995564589782634E0	-1.00044373783767E0	1.003108523162572E0	1.003553640369589E0	0.003903031522010835E0	0.005174679074847239E0
LOC114672815	.	0.02092172903820079E0	0.03484397171113555E0	0.9998462711243764E0	-1.000153752511824E0	1.000024116633071E0	1.000177872852888E0	3.455127248230704E-5	4.072110757994441E-4
LOC106997022	.	0.02094612820341581E0	0.03488223808517232E0	1.000424601296428E0	1.000424601296428E0	1.001786158482463E0	1.001360979312454E0	0.002148848023285761E0	0.002129857042599627E0
LOC723660	.	0.02097707834818729E0	0.03493140807104771E0	0.9998991232258934E0	-1.000100886951257E0	1.000013331466889E0	1.000114219763117E0	1.238663892131682E-4	3.179790699325137E-4
EDA2R	EDA2R	0.02103943450048241E0	0.03503286567670467E0	0.9996410405237913E0	-1.000359088374383E0	1.004744844769572E0	1.005105636962551E0	0.005435804540323604E0	0.006726254896542119E0
ZNF385C	ZNF385C	0.02104921048687814E0	0.03504676395703597E0	0.9996797805627121E0	-1.000320322010622E0	1.003787249254312E0	1.00410878440423E0	0.005011682061893358E0	0.006322974377443545E0
FKBP14	FKBP14	0.02105447584667118E0	0.03505315070351489E0	1.000451726013308E0	1.000451726013308E0	1.023707461244288E0	1.023245234753756E0	0.02858378190383118E0	0.02994199682808025E0
LOC716072	.	0.02106437730270783E0	0.03506725459721666E0	0.9997927124490433E0	-1.000207330527994E0	1.000307625687262E0	1.000515019995452E0	4.120004694876027E-4	0.001035905904263564E0
PNPLA1	PNPLA1	0.02111290467390792E0	0.03514565531284842E0	0.9999263184210753E0	-1.0000736870083E0	1.000968869225921E0	1.001042627627296E0	0.001369103484829756E0	0.001985030559068172E0
MB21D2	MB21D2	0.0211165458123186E0	0.03514933046495226E0	1.001396339517749E0	1.001396339517749E0	1.004429452412426E0	1.003028883544889E0	0.004869309697610345E0	0.004124812487193749E0
MAMDC2	MAMDC2	0.02114659928144069E0	0.03519696650916233E0	0.9975169209505382E0	-1.002489260079013E0	1.015512841477554E0	1.018040717053569E0	0.01543678156649307E0	0.01870666744979014E0
BHLHE23	BHLHE23	0.02115543807849561E0	0.0352092882150719E0	1.000026990093824E0	1.000026990093824E0	1.000284430570413E0	1.000257433528433E0	5.332080870664284E-4	6.801678627343683E-4
COPRS	COPRS	0.02116990620097794E0	0.03523097657688368E0	1.00268955372583E0	1.00268955372583E0	1.020058749737687E0	1.017322605932529E0	0.0256106324185586E0	0.02383914381677424E0
LOC114669949	.	0.02117980356325731E0	0.03524505584814032E0	0.9996022855259983E0	-1.000397872713739E0	1.000674353022004E0	1.001072494042409E0	0.001235376748119808E0	0.002322264898388459E0
TEX15	TEX15	0.02119883565326131E0	0.03527433316748822E0	1.00011623314799E0	1.00011623314799E0	1.000264875787074E0	1.00014862536389E0	3.673441241937728E-4	4.816767954677029E-4
KLRC2	.	0.02120617620519603E0	0.03528415340641994E0	0.9994709351920575E0	-1.000529344865682E0	1.000727742961506E0	1.001257473054188E0	0.001249078112396572E0	0.002367324916662738E0
SGPP2	SGPP2	0.02123847538053325E0	0.03533549720343553E0	1.000996484729002E0	1.000996484729002E0	1.002082218194197E0	1.001084652625417E0	0.002368327242373051E0	0.001543110803554695E0
CENPP	CENPP	0.02124528882749865E0	0.03534443504938412E0	1.000194184755907E0	1.000194184755907E0	1.047598617970744E0	1.047395229783711E0	0.04548413771984879E0	0.04789571341642363E0
LOC702244	.	0.02129591894054248E0	0.03542626173665171E0	0.9999210513284941E0	-1.000078954904891E0	1.000037204787052E0	1.000116162629443E0	2.330353852280581E-5	3.365426358556263E-4
LOC100429623	.	0.0213403874165643E0	0.03549782799002778E0	0.9996507147122163E0	-1.000349407330624E0	1.000760351674311E0	1.001110024677384E0	0.001015105903811854E0	0.001868979936933907E0
TNFRSF11A	TNFRSF11A	0.0213499831762134E0	0.03551138082121041E0	1.000472515750717E0	1.000472515750717E0	1.003119498941514E0	1.002645733040262E0	0.003898329529898361E0	0.004068412631031902E0
LOC114672293	.	0.02139331008193602E0	0.03558103295097905E0	1.000241748079521E0	1.000241748079521E0	1.001205461085212E0	1.00096348008623E0	0.001264158818185386E0	0.001455861009852858E0
SIX5	SIX5	0.02139670885224663E0	0.03558427226007406E0	1.000646797366107E0	1.000646797366107E0	1.001921946238774E0	1.001274324642845E0	0.002303337936624444E0	0.002028991972843817E0
SERPINB2	SERPINB2	0.02141608468825794E0	0.03561408034215796E0	1.000245031587495E0	1.000245031587495E0	1.00027466356074E0	1.000029624714254E0	3.61303945186242E-4	4.895123568382134E-5
LOC106997577	.	0.02144261946864158E0	0.0356557886085325E0	0.9999211540861692E0	-1.000078852130999E0	1.000139135144756E0	1.000217998246858E0	2.861081347302145E-4	5.497791949574517E-4
PCDH9	PCDH9	0.02144868757354312E0	0.03566346058302308E0	1.000021718678196E0	1.000021718678196E0	1.004781695777614E0	1.004759873721253E0	0.005300494424114175E0	0.006147884732844007E0
ZNF620	ZNF620	0.02145872820024298E0	0.03567773631611353E0	0.99888458520687E0	-1.001116660332584E0	1.004775121575341E0	1.005897114096771E0	0.005680609567277598E0	0.007605572659476605E0
TRIM63	TRIM63	0.02147792105490354E0	0.03570722577005726E0	0.999619394358852E0	-1.000380750556958E0	1.005010845121319E0	1.005393503560348E0	0.006301383245915727E0	0.007638424185043059E0
LOC106994767	.	0.02149877906492104E0	0.03573898862019424E0	0.9999943053587139E0	-1.000005694673715E0	1.000561806219691E0	1.00056750409271E0	9.205517986575183E-4	0.001343131940421838E0
LOC694341	.	0.02149994128232222E0	0.03573898862019424E0	1.000415100968064E0	1.000415100968064E0	1.000930564098178E0	1.000515249249652E0	0.00176441839785461E0	0.001316069994177617E0
LOC114670776	.	0.02150454325418182E0	0.03574421539205901E0	0.9990040630981033E0	-1.000996929781054E0	1.003591627259458E0	1.00459213764069E0	0.004783979838923685E0	0.006538455344139979E0
SRD5A2	SRD5A2	0.02151715804626918E0	0.03576275922533638E0	0.9993928798865932E0	-1.000607488932156E0	1.000583120274185E0	1.001190963445454E0	6.985089933578514E-4	0.00162733764368262E0
LOC106996824	.	0.02155141961352014E0	0.03581596624901635E0	1.000171400760745E0	1.000171400760745E0	1.000400359457092E0	1.000228919459378E0	4.803038963291941E-4	5.750267871715968E-4
LOC106994095	.	0.02155209191625827E0	0.03581596624901635E0	0.9996426454124332E0	-1.000357482335519E0	1.000460113923747E0	1.000817760741866E0	8.181592672491572E-4	0.001633398619351836E0
LOC114670802	.	0.02157432630323541E0	0.0358504865221887E0	0.9998333430343527E0	-1.000166684744821E0	1.000300868245405E0	1.000467603140373E0	3.042200920398227E-4	7.684517448696495E-4
PHKG1	PHKG1	0.02158016348774638E0	0.03585775640645864E0	1.00102701066659E0	1.00102701066659E0	1.002136051673667E0	1.001107903178695E0	0.002754677081650384E0	0.001742155874467611E0
MEGF10	MEGF10	0.02158669359234332E0	0.03586617658862003E0	0.9992741698648547E0	-1.000726357347197E0	1.009184669812167E0	1.009917698511763E0	0.009692977068287803E0	0.01138440970245259E0
LOC114675414	.	0.02159343463508711E0	0.03587494607869959E0	0.9996480576463994E0	-1.000352066260629E0	1.000191231710201E0	1.000543365297063E0	2.120416765615618E-4	8.4210731518422E-4
GSDMB	GSDMB	0.02163307777662159E0	0.03593837363581835E0	0.99882822638978E0	-1.001173148274409E0	1.003987247469821E0	1.005165073376719E0	0.005263925123797421E0	0.007445210075044216E0
LOC107000282	.	0.02164527827829954E0	0.03595620606560501E0	0.999918278357392E0	-1.000081728321581E0	1.003812370982126E0	1.003894410882388E0	0.004787941526805168E0	0.005726004129927961E0
SLC37A2	SLC37A2	0.02165004193128728E0	0.03596168314292669E0	1.00100825116163E0	1.00100825116163E0	1.003780999425831E0	1.002769955453398E0	0.005702721752322107E0	0.00521732342270741E0
CFAP73	CFAP73	0.0216568869638597E0	0.03597061650824761E0	1.000587327546387E0	1.000587327546387E0	1.004637213131562E0	1.004047508372014E0	0.006229806803623729E0	0.006364160927633472E0
ZNF324B	.	0.0216674497380408E0	0.03598572316127576E0	0.9991691700881966E0	-1.000831520764127E0	1.006810451614211E0	1.007647635410268E0	0.008727674164081715E0	0.01053652682673867E0
BRINP1	BRINP1	0.02168055137903725E0	0.03600504408213134E0	0.9994364188772075E0	-1.000563898925582E0	1.000405534494964E0	1.000969662101013E0	4.807372979705438E-4	0.001242018604029679E0
