Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
KRAS	KRAS	0.0E0	0.0E0	0.9932794454376115E0	-1.006766026009355E0	1.274960227739542E0	1.28358664180132E0	0.2507410357628276E0	0.2817519190328753E0
KRR1	KRR1	0.0E0	0.0E0	0.9981693061615395E0	-1.001834051425104E0	1.0920473073953E0	1.094050178315709E0	0.1008254718524406E0	0.1154302870680041E0
LAPTM5	LAPTM5	0.0E0	0.0E0	0.9807849759334085E0	-1.019591474724931E0	1.755617315138707E0	1.790012447394899E0	0.4872852974563376E0	0.5382188254548396E0
LOC114679670	.	0.0E0	0.0E0	0.9876556295598997E0	-1.012498658510761E0	1.087384089031615E0	1.100974931430456E0	0.09515708212286955E0	0.1272128542398183E0
L3MBTL1	.	0.0E0	0.0E0	0.9961120017906913E0	-1.003903173741828E0	1.066423061430388E0	1.070585495921442E0	0.07316290768836481E0	0.08677416199038768E0
LAP3	LAP3	0.0E0	0.0E0	1.009210965929308E0	1.009210965929308E0	1.145953680435623E0	1.135494677646906E0	0.1500759103610648E0	0.154759213659063E0
RGL2	RGL2	0.0E0	0.0E0	1.012346146007619E0	1.012346146007619E0	1.230579819439611E0	1.215572187727131E0	0.221878845679239E0	0.2389327224191768E0
LANCL2	LANCL2	0.0E0	0.0E0	1.001156264032902E0	1.001156264032902E0	1.147331807739878E0	1.146006721386475E0	0.1420945882975785E0	0.1561792603200846E0
LANCL1	LANCL1	0.0E0	0.0E0	1.000891958971684E0	1.000891958971684E0	1.091904710239742E0	1.090931643972407E0	0.0952778544727634E0	0.1090433133236471E0
RGCC	RGCC	0.0E0	0.0E0	1.057360209404262E0	1.057360209404262E0	2.25056988791248E0	2.128479838654508E0	0.5472907291549194E0	0.5536505750611742E0
RFX8	RFX8	0.0E0	0.0E0	0.9866422106678425E0	-1.013538635574E0	1.075837111778519E0	1.090402478371873E0	0.06322303739598538E0	0.08499635057925899E0
LAMTOR3	LAMTOR3	0.0E0	0.0E0	1.010163058293151E0	1.010163058293151E0	1.133394763430298E0	1.121991894403037E0	0.1396022951511868E0	0.1451850396974012E0
TRIM65	TRIM65	0.0E0	0.0E0	0.9925070487664024E0	-1.007549519414407E0	1.035912914774722E0	1.043733559436449E0	0.04221312118441264E0	0.05766318937880513E0
RFX7	RFX7	0.0E0	0.0E0	0.9709609783534683E0	-1.029907506371446E0	1.945172910404805E0	2.003348181616301E0	0.5089996588238919E0	0.5627555991997559E0
RFX5	RFX5	0.0E0	0.0E0	0.9980061926529592E0	-1.00199779055653E0	1.090512746963395E0	1.092691363031054E0	0.1051191355876379E0	0.1197649675378914E0
LAMP2	LAMP2	0.0E0	0.0E0	0.9944965065154924E0	-1.005533949539743E0	1.10162918173251E0	1.107725542035726E0	0.1097916274419023E0	0.1285016336422866E0
RFT1	.	0.0E0	0.0E0	0.9898505580245489E0	-1.010253509373886E0	1.078326438343895E0	1.089383068587564E0	0.08492762684852706E0	0.1058380554958865E0
LAMP1	LAMP1	0.0E0	0.0E0	0.9970359977686487E0	-1.002972813657666E0	1.117766668898524E0	1.121089580917909E0	0.1291612184425187E0	0.1460821413250387E0
TRIOBP	TRIOBP	0.0E0	0.0E0	0.9977116582916002E0	-1.002293590226577E0	1.1179052132072E0	1.120469229678452E0	0.12705535697676E0	0.1435665762591625E0
RFX3	RFX3	0.0E0	0.0E0	1.010478345474152E0	1.010478345474152E0	3.020091977189779E0	2.988774564755909E0	0.7206786976145625E0	0.7504330530678565E0
RFX2	RFX2	0.0E0	0.0E0	0.9809178783232808E0	-1.019453332535173E0	1.132185827659983E0	1.154210615057063E0	0.1238897528926811E0	0.154351433727686E0
TRIP4	TRIP4	0.0E0	0.0E0	0.9930195095185222E0	-1.007029560259961E0	1.152780614458454E0	1.160884155254305E0	0.1488586302990561E0	0.1724213506642756E0
RFX1	RFX1	0.0E0	0.0E0	1.007308269274046E0	1.007308269274046E0	1.13035035995406E0	1.122149390045898E0	0.1340782603769234E0	0.1422570436167881E0
RFWD3	RFWD3	0.0E0	0.0E0	0.9961109177943452E0	-1.003904266217929E0	1.205531190554372E0	1.210237905256313E0	0.2007627361752568E0	0.2253897024424701E0
LACTB	LACTB	0.0E0	0.0E0	0.9982025323559872E0	-1.001800704351822E0	1.046321974597139E0	1.048206091130202E0	0.05163146493083701E0	0.0626176390155749E0
RFTN1	RFTN1	0.0E0	0.0E0	0.9392695352480417E0	-1.064657121808939E0	2.253267851858497E0	2.398957665824278E0	0.5865704485659438E0	0.6526896206244588E0
L3MBTL3	L3MBTL3	0.0E0	0.0E0	0.9776080008913528E0	-1.022904885279407E0	1.540072611266851E0	1.575347797749875E0	0.3699196405911632E0	0.4172663667394452E0
L3MBTL2	L3MBTL2	0.0E0	0.0E0	0.9906405350879367E0	-1.009447892126918E0	1.086777884888009E0	1.097045645110352E0	0.09904662240703056E0	0.1205957366556606E0
TRIO	TRIO	0.0E0	0.0E0	0.9789347773882028E0	-1.021518514918838E0	1.229614502338862E0	1.25607398035186E0	0.1768692938256416E0	0.2071211343787902E0
RHEB	RHEB	0.0E0	0.0E0	0.9780635609007692E0	-1.022428439189604E0	1.509864120453497E0	1.543728016063654E0	0.3828348129373537E0	0.4361985088669578E0
LOC114680150	.	0.0E0	0.0E0	0.9803311530894656E0	-1.020063472275209E0	1.074045577561685E0	1.095594661229405E0	0.09808663149855729E0	0.1367546985935102E0
RHOA	RHOA	0.0E0	0.0E0	1.01702594827249E0	1.01702594827249E0	1.525155794761127E0	1.499623286261026E0	0.4026567229159076E0	0.4272877887113327E0
RHOBTB1	RHOBTB1	0.0E0	0.0E0	0.988551488421682E0	-1.011581097911852E0	1.059720966902073E0	1.071993699179008E0	0.05999913490720744E0	0.08144693491133442E0
RIPK1	RIPK1	0.0E0	0.0E0	0.974114409712004E0	-1.026573459985721E0	1.240657315019845E0	1.273625872536516E0	0.2145960762338451E0	0.261413480674741E0
LOC693757	.	0.0E0	0.0E0	0.9999952038606333E0	-1.00000479616237E0	1.000035136164426E0	1.000039932495315E0	1.452343405853081E-4	4.04872646762442E-5
LOC693665	.	0.0E0	0.0E0	0.9983992974041332E0	-1.001603268952641E0	1.049303714807509E0	1.050986030875351E0	0.0544626219380049E0	0.06510107235129962E0
TRIB2	TRIB2	0.0E0	0.0E0	0.9705844650249883E0	-1.030307032551005E0	1.284420661395665E0	1.323347640189766E0	0.2465313535851297E0	0.2973945134871298E0
RIOX2	RIOX2	0.0E0	0.0E0	0.9721271984764562E0	-1.028671969642683E0	1.150119838597542E0	1.183096039695258E0	0.1474271538053564E0	0.1944292994076219E0
LOC693611	.	0.0E0	0.0E0	0.9897327364006718E0	-1.010373773870173E0	1.120171453797793E0	1.131791859155315E0	0.1237309107175348E0	0.1511598128750091E0
LOC114678931	.	0.0E0	0.0E0	0.9957039478573978E0	-1.004314587836924E0	1.02921046301928E0	1.033651081964658E0	0.03272498086201478E0	0.04418151720761036E0
RIOK3	RIOK3	0.0E0	0.0E0	0.9913872505547014E0	-1.008687573337744E0	1.212817885820072E0	1.223354330148462E0	0.205829479008121E0	0.237150727595697E0
TRIM4	TRIM4	0.0E0	0.0E0	0.9830818472700967E0	-1.017209302335185E0	1.391103337711645E0	1.41504325562981E0	0.3161447371584546E0	0.3598529464832907E0
LOC693477	.	0.0E0	0.0E0	0.9941415526506403E0	-1.005892971009752E0	1.055082326405207E0	1.061299895967614E0	0.06217146216553517E0	0.07724231197032952E0
RIOK2	RIOK2	0.0E0	0.0E0	0.9902244732694959E0	-1.009872031033759E0	1.063884470319174E0	1.074387170826499E0	0.06969382050831777E0	0.09118365128217942E0
LOC693803	.	0.0E0	0.0E0	0.9964566963321129E0	-1.003555903313139E0	1.104259851412867E0	1.108186492677072E0	0.1120557476780607E0	0.1306957581211838E0
TRIM5	TRIM5	0.0E0	0.0E0	0.985308002969754E0	-1.014911070432762E0	1.166556128030104E0	1.183950728618931E0	0.1674925252374312E0	0.2035412885442092E0
RIOK1	RIOK1	0.0E0	0.0E0	0.991512857780827E0	-1.008559790377473E0	1.127174009122383E0	1.136822382359407E0	0.1315229529824329E0	0.1556543991456504E0
LNX2	LNX2	0.0E0	0.0E0	0.9749313071811259E0	-1.025713291422917E0	1.290832277176774E0	1.324023823697929E0	0.2426287228433245E0	0.2898253600239241E0
LNPK	LNPK	0.0E0	0.0E0	0.9916102033766274E0	-1.008460780854013E0	1.119965726237472E0	1.129441510811172E0	0.1187775706851609E0	0.1432404740994938E0
LNPEP	LNPEP	0.0E0	0.0E0	0.9822850509356255E0	-1.018034428038481E0	3.546526282747702E0	3.610485855780499E0	0.8056588080001723E0	0.8485562953037025E0
LOC114678969	.	0.0E0	0.0E0	0.9846134680234313E0	-1.015626976957218E0	1.123532343411406E0	1.141089757452585E0	0.1255563642083906E0	0.1552129321003239E0
LMTK3	LMTK3	0.0E0	0.0E0	0.9897050819166955E0	-1.010402005881759E0	1.115089479358221E0	1.126688646681193E0	0.1143928425728306E0	0.1427216032668133E0
LMTK2	LMTK2	0.0E0	0.0E0	0.9766898338389245E0	-1.023866498199796E0	1.434102901887654E0	1.468329916213878E0	0.3382506485903071E0	0.3863357126311679E0
TRIM8	TRIM8	0.0E0	0.0E0	0.9961804138701075E0	-1.00383423130661E0	1.137580316719351E0	1.1419420627835E0	0.1443607236329651E0	0.1662553838695779E0
RINT1	RINT1	0.0E0	0.0E0	0.9865703905884348E0	-1.013612418880274E0	1.135085311667411E0	1.150536568394674E0	0.1395513744583295E0	0.1725771070753907E0
RINL	RINL	0.0E0	0.0E0	0.9922699799437253E0	-1.007790238758118E0	1.086994282242881E0	1.095462227230262E0	0.0973902274314453E0	0.1173510974286669E0
LOC693354	.	0.0E0	0.0E0	0.9848470890420868E0	-1.01538605447131E0	1.172881154167265E0	1.190927167493656E0	0.1741985800774487E0	0.210703988193261E0
RING1	RING1	0.0E0	0.0E0	0.9964982915450423E0	-1.003514013505762E0	1.072740836548892E0	1.076510462336707E0	0.08235632824960541E0	0.09868010452663316E0
LOC693843	.	0.0E0	0.0E0	0.9935857717411898E0	-1.006455636182843E0	1.075817373575741E0	1.082762459138727E0	0.0849586112081907E0	0.1019142370903763E0
LOC693860	.	0.0E0	0.0E0	1.001465332713229E0	1.001465332713229E0	1.169791644566157E0	1.168080018703081E0	0.1715708512972758E0	0.1902582413668591E0
RMDN3	RMDN3	0.0E0	0.0E0	0.9894470014475272E0	-1.010665552108434E0	1.067513089549636E0	1.078898706032664E0	0.07550402646589799E0	0.09943277788371352E0
RMDN1	RMDN1	0.0E0	0.0E0	0.9844483851847191E0	-1.015797288155806E0	1.141626887065456E0	1.159661495966845E0	0.141791053128731E0	0.1745355047915171E0
LOC114678815	.	0.0E0	0.0E0	0.9955972865274597E0	-1.004422183077554E0	1.033600912199629E0	1.038171684662503E0	0.03560349267109063E0	0.0474390726050431E0
LOC694372	.	0.0E0	0.0E0	0.9605281138808816E0	-1.041093941498118E0	1.309232298875858E0	1.363033814373309E0	0.294014621609511E0	0.3531755091988047E0
RMC1	RMC1	0.0E0	0.0E0	0.9991663353626105E0	-1.000834360213995E0	1.183085735895574E0	1.18407285556335E0	0.1828041411369202E0	0.2059310029275765E0
TRAPPC6B	TRAPPC6B	0.0E0	0.0E0	0.986590470825701E0	-1.013591788660878E0	1.076189991616832E0	1.09081733854184E0	0.08501366402167107E0	0.1127038281660058E0
LOC694289	.	0.0E0	0.0E0	1.02576412620147E0	1.02576412620147E0	1.412539629012808E0	1.377060859248038E0	0.3418849105021449E0	0.3579994722478416E0
TRAPPC8	TRAPPC8	0.0E0	0.0E0	0.9779941972139511E0	-1.022500954349972E0	1.474007271456432E0	1.507173841783E0	0.3689867983432153E0	0.4205225315976687E0
TRAPPC9	TRAPPC9	0.0E0	0.0E0	0.9187324986150681E0	-1.088456108287709E0	3.463110932926831E0	3.769444248622156E0	0.7655249420287821E0	0.8256358162765706E0
LOC694093	.	0.0E0	0.0E0	1.009235475834461E0	1.009235475834461E0	1.039730375805609E0	1.030215842289862E0	0.04567885876869156E0	0.04121454645873204E0
RLIM	RLIM	0.0E0	0.0E0	0.9906549762010808E0	-1.009433177063073E0	1.334423180112098E0	1.347011030247165E0	0.292314989734479E0	0.3320227259276727E0
RIPK2	RIPK2	0.0E0	0.0E0	0.9938067128346498E0	-1.00623188300639E0	1.073175488576747E0	1.079863392666883E0	0.07141774238462473E0	0.08745059449570561E0
TRAPPC10	TRAPPC10	0.0E0	0.0E0	0.9490575113178453E0	-1.053676924817145E0	2.152845738730036E0	2.268403877590759E0	0.5990539119275378E0	0.6681049419564593E0
TRAPPC11	TRAPPC11	0.0E0	0.0E0	0.9849104863920647E0	-1.015320695450417E0	1.190736470996949E0	1.208979381830798E0	0.1829955446130742E0	0.2205982557798305E0
RLF	RLF	0.0E0	0.0E0	0.9979969075173682E0	-1.002007112915424E0	1.730781429216432E0	1.734255302976789E0	0.4794289241287524E0	0.5235206109720338E0
TRAPPC12	TRAPPC12	0.0E0	0.0E0	0.9698889387588195E0	-1.031045885810095E0	1.25255004443284E0	1.291436570083731E0	0.2208592396639868E0	0.2720699873086774E0
TRAPPC13	TRAPPC13	0.0E0	0.0E0	0.9834907705739586E0	-1.016786359282667E0	1.145291188223912E0	1.164516457592711E0	0.1458754378616142E0	0.1808775814122359E0
TRDMT1	TRDMT1	0.0E0	0.0E0	0.9734579423879764E0	-1.02726574662991E0	1.257883098576903E0	1.292180220432746E0	0.2311432722291882E0	0.280156764389696E0
TREML2	TREML2	0.0E0	0.0E0	0.987028592715358E0	-1.013141875909549E0	1.069896988371963E0	1.083957441829148E0	0.0739651001112945E0	0.1007067359671937E0
TRERF1	TRERF1	0.0E0	0.0E0	0.9637578808163225E0	-1.037605004228842E0	3.16972993928724E0	3.288927647058423E0	0.7282901582515272E0	0.7772506586943552E0
RIT1	RIT1	0.0E0	0.0E0	0.9944319259237026E0	-1.005599251121313E0	1.066908327916634E0	1.072882215568059E0	0.0761076337615143E0	0.09319249509521899E0
LOC693874	.	0.0E0	0.0E0	0.9999313942337321E0	-1.000068610473342E0	1.000016812862993E0	1.000085424489874E0	5.195678321105957E-5	1.661049759934737E-4
LOC114678864	.	0.0E0	0.0E0	0.9983553252832942E0	-1.001647384127729E0	1.043459860853529E0	1.045178840066222E0	0.04449746065214406E0	0.05391811143530472E0
LOC694064	.	0.0E0	0.0E0	1.000871098681375E0	1.000871098681375E0	1.28884855894814E0	1.287726821811689E0	0.2274574464430387E0	0.2486225587641876E0
LGALS8	LGALS8	0.0E0	0.0E0	0.989151645858697E0	-1.010967331638907E0	1.113737337311429E0	1.125952064048356E0	0.1180660027219037E0	0.1441576317430467E0
LOC114678985	.	0.0E0	0.0E0	0.9999232494242936E0	-1.000076756466809E0	1.00004505030923E0	1.000121810233942E0	1.198878075877976E-5	2.267353148969399E-4
LMNB1	LMNB1	0.0E0	0.0E0	0.9880667542638067E0	-1.012077367935615E0	1.135584289084368E0	1.149299158365545E0	0.1332864485764552E0	0.1571899579135173E0
RIC1	RIC1	0.0E0	0.0E0	0.9751806019988998E0	-1.025451078446624E0	1.545026199718607E0	1.584348782729735E0	0.389272452975583E0	0.4447025630656558E0
LIN9	LIN9	0.0E0	0.0E0	0.9934257125918278E0	-1.006617794692489E0	1.08964685368343E0	1.096857912848423E0	0.08682191599704031E0	0.1044274287127188E0
LOC114679304	.	0.0E0	0.0E0	0.9999694470768381E0	-1.000030553856672E0	1.000137392466491E0	1.000167950521032E0	2.255146025318105E-4	1.577278794950765E-4
TRIM22	TRIM22	0.0E0	0.0E0	0.9373879843712954E0	-1.066794130789609E0	1.575092454302532E0	1.680299385700942E0	0.4210000309360676E0	0.5048028610243601E0
TRIM23	TRIM23	0.0E0	0.0E0	0.9866512133600807E0	-1.013529387547662E0	1.102535688386968E0	1.117452321000284E0	0.1073136413544593E0	0.1334419782458546E0
LIMS1	LIMS1	0.0E0	0.0E0	0.986966878466474E0	-1.013205226860071E0	1.893588848729245E0	1.918594119056415E0	0.4776321828056497E0	0.5150180470416587E0
LIMK2	LIMK2	0.0E0	0.0E0	0.992751164514105E0	-1.007301764777524E0	1.117277635262514E0	1.125435733746389E0	0.1193997902296499E0	0.140321729502392E0
LOC114679339	.	0.0E0	0.0E0	0.9977449204398388E0	-1.002260176437849E0	1.064459398807831E0	1.066865264860063E0	0.070526018509008E0	0.08285391595534963E0
RHOT2	RHOT2	0.0E0	0.0E0	0.9959416328658094E0	-1.004074904593066E0	1.088397050450557E0	1.092832164590518E0	0.1023782621006932E0	0.1192507141362473E0
LIMD2	LIMD2	0.0E0	0.0E0	1.009557971580295E0	1.009557971580295E0	1.207432613355392E0	1.19600126723318E0	0.2038782825247021E0	0.2205132108186327E0
LIMD1	LIMD1	0.0E0	0.0E0	0.9733360195640756E0	-1.027394424844019E0	1.270936038363073E0	1.305752600147565E0	0.2359303515603373E0	0.2812618038129958E0
LIN52	LIN52	0.0E0	0.0E0	0.9800443034476848E0	-1.020362035146894E0	1.185386731147391E0	1.209523617429676E0	0.1587990458975586E0	0.1921384299033706E0
RHOT1	RHOT1	0.0E0	0.0E0	0.9853584500769929E0	-1.014859110328696E0	1.209382152963886E0	1.227352495804333E0	0.1938165436606504E0	0.230937703402162E0
LIG3	LIG3	0.0E0	0.0E0	0.9932171828899774E0	-1.006829137903441E0	1.073155965930385E0	1.080484696013624E0	0.0818371123407031E0	0.1010921220891937E0
LIG1	LIG1	0.0E0	0.0E0	0.9915453414589875E0	-1.008526749294764E0	1.072167432197365E0	1.081309535093724E0	0.07906729372665675E0	0.09682214549520976E0
TRIM25	TRIM25	0.0E0	0.0E0	0.9786044070391245E0	-1.021863372785751E0	1.199087123005247E0	1.225303211778104E0	0.1948454346991308E0	0.2384869405318538E0
RHOH	RHOH	0.0E0	0.0E0	0.9289886370624377E0	-1.076439431123838E0	3.015231102368004E0	3.245713652539917E0	0.729760880076695E0	0.7849304485014472E0
LHPP	LHPP	0.0E0	0.0E0	0.987923782834559E0	-1.01222383484968E0	1.118674450217964E0	1.132348941947986E0	0.1130963058389019E0	0.1345897869355605E0
RHOG	RHOG	0.0E0	0.0E0	0.9989754916403164E0	-1.001025559053507E0	1.094855864729557E0	1.095978704073916E0	0.103992633985957E0	0.1206813929066895E0
TRIM26	TRIM26	0.0E0	0.0E0	0.9788511717325635E0	-1.021605764878437E0	1.86341360039466E0	1.903674076516069E0	0.5061206082221398E0	0.5602287365086512E0
TRIM27	TRIM27	0.0E0	0.0E0	0.983034505526717E0	-1.017258289895117E0	1.129117342505679E0	1.148603976928246E0	0.1342293031619853E0	0.169603012504582E0
RHOF	RHOF	0.0E0	0.0E0	0.986096935028906E0	-1.014099085472451E0	1.149826164379586E0	1.166037661749634E0	0.152639876593253E0	0.1870683922570196E0
TRIM28	TRIM28	0.0E0	0.0E0	0.9827132157452116E0	-1.017590873896694E0	1.160104364748028E0	1.180511614335314E0	0.1696685471086516E0	0.2025714338474669E0
TRIM24	TRIM24	0.0E0	0.0E0	0.9593888498423075E0	-1.042330229462608E0	1.419621279598795E0	1.479714174114213E0	0.3240795184010076E0	0.3878828957837265E0
RIN3	RIN3	0.0E0	0.0E0	0.9580817897949878E0	-1.043752225176915E0	1.40870020080639E0	1.470333969198837E0	0.2909272946630741E0	0.3510378878882433E0
LIN54	LIN54	0.0E0	0.0E0	0.9894537380539818E0	-1.010658671083259E0	1.228270284131525E0	1.241362013091423E0	0.2065727570483499E0	0.2365826923982007E0
LINS1	LINS1	0.0E0	0.0E0	0.993783365568888E0	-1.006255522729094E0	1.058474975681111E0	1.065096289949662E0	0.06334792894419158E0	0.07834321680820247E0
RILPL2	RILPL2	0.0E0	0.0E0	1.00024032282151E0	1.00024032282151E0	1.144262302694027E0	1.143987376419954E0	0.1455466593047478E0	0.1616045592185352E0
RIF1	RIF1	0.0E0	0.0E0	0.9783827606846468E0	-1.0220948693947E0	1.440377798197123E0	1.472202757527314E0	0.343717026776386E0	0.3938289240588055E0
RICTOR	RICTOR	0.0E0	0.0E0	0.9495314677547352E0	-1.053150984416138E0	2.997748459628223E0	3.157081741289425E0	0.7524137373685813E0	0.812140854787208E0
LMF1	LMF1	0.0E0	0.0E0	0.9826113690238847E0	-1.017696346209986E0	1.318779174811393E0	1.342116747663376E0	0.2741017667227794E0	0.3157345192776817E0
LMBRD2	LMBRD2	0.0E0	0.0E0	0.9758316574073322E0	-1.024766917950664E0	1.2325131296617E0	1.263038681217147E0	0.2099572739235929E0	0.2588349994595347E0
LMBRD1	LMBRD1	0.0E0	0.0E0	0.9853826410219888E0	-1.014834195742327E0	1.487088939709016E0	1.509148708126909E0	0.3567985551938243E0	0.4003138524365234E0
LMBR1L	LMBR1L	0.0E0	0.0E0	0.9819932415456364E0	-1.018336947437664E0	1.156651123663772E0	1.17786057452211E0	0.15958436707598E0	0.1961490516627128E0
LMBR1	LMBR1	0.0E0	0.0E0	0.9880197700227245E0	-1.012125496210466E0	1.996055554305288E0	2.020258718364896E0	0.5321801191953774E0	0.5770678152158464E0
LMAN2L	LMAN2L	0.0E0	0.0E0	0.9947772489840515E0	-1.00525017135372E0	1.079348807091038E0	1.085015573278699E0	0.08346064987504948E0	0.1013569727634424E0
LMAN2	LMAN2	0.0E0	0.0E0	0.9959349455770797E0	-1.004081646538233E0	1.115451634046547E0	1.12000451334722E0	0.1280666070327131E0	0.1497771818658122E0
RIC8B	RIC8B	0.0E0	0.0E0	0.9974895416641949E0	-1.002516776598597E0	1.367263444227284E0	1.370704540867832E0	0.2767988240378073E0	0.3033927300034281E0
LOC114679282	.	0.0E0	0.0E0	1.001782889358036E0	1.001782889358036E0	1.054219930468751E0	1.052343718052838E0	0.06320396599633932E0	0.07097838259502229E0
LMAN1	LMAN1	0.0E0	0.0E0	0.9984062269272622E0	-1.001596317240171E0	1.129526303613356E0	1.131329385925041E0	0.1350439710065797E0	0.1521363852211571E0
LLGL2	LLGL2	0.0E0	0.0E0	0.9960818574379142E0	-1.003933554790531E0	1.142022375328964E0	1.146514582914332E0	0.1409196447595241E0	0.1610437211675552E0
RIC8A	RIC8A	0.0E0	0.0E0	0.9891299418797704E0	-1.010989514784652E0	1.096320770857161E0	1.108368804177216E0	0.1113052472135725E0	0.1360607136084251E0
LIX1L	LIX1L	0.0E0	0.0E0	0.9928771019347242E0	-1.007173997719754E0	1.08332750688496E0	1.091099295949099E0	0.09121597234285206E0	0.1110865497409219E0
TRIM11	TRIM11	0.0E0	0.0E0	1.000923240068032E0	1.000923240068032E0	1.071181665845293E0	1.070193620214558E0	0.08147228007539997E0	0.0910867901300427E0
RIC3	RIC3	0.0E0	0.0E0	0.9758307277322025E0	-1.024767894247362E0	1.319008652310083E0	1.351677719121855E0	0.2568334330318992E0	0.3039838864276032E0
TRIM13	TRIM13	0.0E0	0.0E0	0.9958997846827127E0	-1.004117096298593E0	1.18748098594933E0	1.192369959521233E0	0.1693569356063074E0	0.1910664737152083E0
TRIM14	TRIM14	0.0E0	0.0E0	0.9722963975933934E0	-1.028492960043026E0	1.418915395672607E0	1.45934449534594E0	0.3361148648332419E0	0.3925139739954817E0
LIPE	LIPE	0.0E0	0.0E0	0.9961342322312056E0	-1.003880769924085E0	1.050932793341629E0	1.055011221718264E0	0.05694918762951143E0	0.06970691504529346E0
LOC114679246	.	0.0E0	0.0E0	0.9998854030867157E0	-1.000114610047242E0	1.000007492592973E0	1.000122103498942E0	4.57148137051459E-5	2.553921031157853E-4
LIPA	LIPA	0.0E0	0.0E0	0.9941585548043894E0	-1.005875768173377E0	1.05382149135415E0	1.06001350213347E0	0.05918744297830875E0	0.07410336055548389E0
LLPH	LLPH	0.0E0	0.0E0	1.000703688049561E0	1.000703688049561E0	1.053541984467166E0	1.05280114088576E0	0.05831053361886684E0	0.06614330085768999E0
KPNB1	KPNB1	0.0E0	0.0E0	0.9910742268291598E0	-1.00900616011315E0	1.535443503964268E0	1.549271954005667E0	0.3966869288516327E0	0.4400136796200321E0
LRRC8D	LRRC8D	0.0E0	0.0E0	0.972579646074952E0	-1.028193427690687E0	1.481383617659218E0	1.523148899565862E0	0.3296376934331963E0	0.3697530210529814E0
KPNA6	KPNA6	0.0E0	0.0E0	0.9920023215891431E0	-1.008062156949436E0	1.108508848588986E0	1.11744582090615E0	0.1141801518270904E0	0.1359386995381286E0
KPNA4	KPNA4	0.0E0	0.0E0	0.9765462739372669E0	-1.024017014542661E0	1.620739817333093E0	1.659665149095852E0	0.4285187106172523E0	0.4832348136302124E0
KHK	.	0.0E0	0.0E0	0.9950652329225249E0	-1.004959239770624E0	1.038145767021952E0	1.043294180797473E0	0.04509426451481906E0	0.05783681018478148E0
TSEN2	TSEN2	0.0E0	0.0E0	0.9715939284656158E0	-1.029236567564028E0	1.15690124236794E0	1.190725063705338E0	0.1477737864797948E0	0.1931601678528182E0
KHDRBS1	KHDRBS1	0.0E0	0.0E0	1.002629029124455E0	1.002629029124455E0	1.374278755941769E0	1.370675210892165E0	0.3179990942595565E0	0.3502490039215583E0
KHDC4	KHDC4	0.0E0	0.0E0	0.9893849873607393E0	-1.010728900048885E0	1.331343136486015E0	1.345626983928143E0	0.2929141789653842E0	0.3336311284032178E0
TSEN15	TSEN15	0.0E0	0.0E0	0.9942336725005776E0	-1.005799770877725E0	1.032856202746035E0	1.038846532071599E0	0.03630175864731109E0	0.04896517090327632E0
TSEN54	TSEN54	0.0E0	0.0E0	0.9822861103104296E0	-1.018033330109872E0	1.148447718385155E0	1.169158055204724E0	0.1502919435588536E0	0.1868509052772491E0
TSFM	TSFM	0.0E0	0.0E0	0.9909242909661304E0	-1.009158831927534E0	1.060227613609815E0	1.069938060127797E0	0.06872455360682607E0	0.08757184337717712E0
KEAP1	KEAP1	0.0E0	0.0E0	0.9992618975642582E0	-1.000738647633359E0	1.04993156396243E0	1.05070709342734E0	0.05695002673056224E0	0.06629887356949475E0
KDSR	KDSR	0.0E0	0.0E0	0.9957756009623678E0	-1.004242320291388E0	1.091426321379139E0	1.096056501408881E0	0.0940204448479254E0	0.1126477753750012E0
LPIN2	LPIN2	0.0E0	0.0E0	0.972603635194906E0	-1.028168067457E0	1.403494800104585E0	1.44302853630948E0	0.3169320427832834E0	0.3668559958707893E0
KDM7A	KDM7A	0.0E0	0.0E0	0.970444729430788E0	-1.030455387795807E0	1.686624422581437E0	1.737991223437034E0	0.4425776492275044E0	0.5015924597404723E0
KHNYN	KHNYN	0.0E0	0.0E0	0.992563502905679E0	-1.007492212913885E0	1.144053724301725E0	1.152625218389117E0	0.1519817355284758E0	0.179291184422904E0
KDM6B	KDM6B	0.0E0	0.0E0	1.004489652089338E0	1.004489652089338E0	1.276065314038489E0	1.270361831387983E0	0.2455736214114695E0	0.2656424517343263E0
KDM5C	KDM5C	0.0E0	0.0E0	0.9635546935513506E0	-1.037823806673935E0	1.712070276739757E0	1.776827291899353E0	0.4790369830508404E0	0.546313672529975E0
KDM5B	KDM5B	0.0E0	0.0E0	0.9811201079654105E0	-1.019243201603259E0	1.229637322202835E0	1.253299481092875E0	0.2050086701868306E0	0.2472867010796373E0
KDM5A	KDM5A	0.0E0	0.0E0	0.9630984989903879E0	-1.038315396658074E0	1.682828367996681E0	1.747306604423933E0	0.470915348768387E0	0.5353391132602432E0
TSG101	TSG101	0.0E0	0.0E0	0.967180702646079E0	-1.033932953029493E0	1.418583808750178E0	1.466720546500897E0	0.3196217078772381E0	0.37389435874468E0
KDM4C	KDM4C	0.0E0	0.0E0	0.9365687778646632E0	-1.067727243993716E0	3.340885205038397E0	3.567154152475029E0	0.7782398462065886E0	0.8339809298153497E0
